month,countries,value,country_code
1975-01,Germany,na,276
1975-02,Malaysia,33614,458
1975-02,Indonesia,25859,360
1975-02,Thailand,12413,764
1975-02,Philippines,2897,608
1975-02,Vietnam,na,704
1975-02,China,na,156
1975-02,Hong Kong,7938,344
1975-02,Japan,4423,392
1975-02,United Kingdom,4799,826
1975-02,France,na,250
1975-02,Germany,na,276
1975-03,Malaysia,36080,458
1975-03,Indonesia,28687,360
1975-03,Thailand,13129,764
1975-03,Philippines,3180,608
1975-03,Vietnam,na,704
1975-03,China,na,156
1975-03,Hong Kong,8627,344
1975-03,Japan,4435,392
1975-03,United Kingdom,4806,826
1975-03,France,na,250
1975-03,Germany,na,276
1975-04,Malaysia,36895,458
1975-04,Indonesia,28528,360
1975-04,Thailand,12481,764
1975-04,Philippines,3477,608
1975-04,Vietnam,na,704
1975-04,China,na,156
1975-04,Hong Kong,9766,344
1975-04,Japan,3572,392
1975-04,United Kingdom,3892,826
1975-04,France,na,250
1975-04,Germany,na,276
1975-05,Malaysia,34055,458
1975-05,Indonesia,28998,360
1975-05,Thailand,12529,764
1975-05,Philippines,3618,608
1975-05,Vietnam,na,704
1975-05,China,na,156
1975-05,Hong Kong,9691,344
1975-05,Japan,3454,392
1975-05,United Kingdom,4482,826
1975-05,France,na,250
1975-05,Germany,na,276
1975-06,Malaysia,34437,458
1975-06,Indonesia,29288,360
1975-06,Thailand,12214,764
1975-06,Philippines,3097,608
1975-06,Vietnam,na,704
1975-06,China,na,156
1975-06,Hong Kong,10213,344
1975-06,Japan,3967,392
1975-06,United Kingdom,6617,826
1975-06,France,na,250
1975-06,Germany,na,276
1975-07,Malaysia,35070,458
1975-07,Indonesia,29909,360
1975-07,Thailand,12598,764
1975-07,Philippines,3240,608
1975-07,Vietnam,na,704
1975-07,China,na,156
1975-07,Hong Kong,10345,344
1975-07,Japan,4528,392
1975-07,United Kingdom,8393,826
1975-07,France,na,250
1975-07,Germany,na,276
1975-08,Malaysia,37912,458
1975-08,Indonesia,35126,360
1975-08,Thailand,13641,764
1975-08,Philippines,3436,608
1975-08,Vietnam,na,704
1975-08,China,na,156
1975-08,Hong Kong,12608,344
1975-08,Japan,5374,392
1975-08,United Kingdom,8108,826
1975-08,France,na,250
1975-08,Germany,na,276
1975-09,Malaysia,34739,458
1975-09,Indonesia,30534,360
1975-09,Thailand,12347,764
1975-09,Philippines,3274,608
1975-09,Vietnam,na,704
1975-09,China,na,156
1975-09,Hong Kong,11456,344
1975-09,Japan,3555,392
1975-09,United Kingdom,8378,826
1975-09,France,na,250
1975-09,Germany,na,276
1975-10,Malaysia,33850,458
1975-10,Indonesia,31579,360
1975-10,Thailand,14503,764
1975-10,Philippines,3978,608
1975-10,Vietnam,na,704
1975-10,China,na,156
1975-10,Hong Kong,12005,344
1975-10,Japan,3764,392
1975-10,United Kingdom,8569,826
1975-10,France,na,250
1975-10,Germany,na,276
1975-11,Malaysia,38453,458
1975-11,Indonesia,29628,360
1975-11,Thailand,14991,764
1975-11,Philippines,4311,608
1975-11,Vietnam,na,704
1975-11,China,na,156
1975-11,Hong Kong,13346,344
1975-11,Japan,4203,392
1975-11,United Kingdom,7285,826
1975-11,France,na,250
1975-11,Germany,na,276
1975-12,Malaysia,43524,458
1975-12,Indonesia,40249,360
1975-12,Thailand,17176,764
1975-12,Philippines,3644,608
1975-12,Vietnam,na,704
1975-12,China,na,156
1975-12,Hong Kong,13219,344
1975-12,Japan,4012,392
1975-12,United Kingdom,7382,826
1975-12,France,na,250
1975-12,Germany,na,276
1976-01,Malaysia,34972,458
1976-01,Indonesia,33114,360
1976-01,Thailand,15345,764
1976-01,Philippines,3559,608
1976-01,Vietnam,na,704
1976-01,China,na,156
1976-01,Hong Kong,12648,344
1976-01,Japan,4394,392
1976-01,United Kingdom,6605,826
1976-01,France,na,250
1976-01,Germany,na,276
1976-02,Malaysia,39237,458
1976-02,Indonesia,27988,360
1976-02,Thailand,15026,764
1976-02,Philippines,3954,608
1976-02,Vietnam,na,704
1976-02,China,na,156
1976-02,Hong Kong,12093,344
1976-02,Japan,5320,392
1976-02,United Kingdom,5238,826
1976-02,France,na,250
1976-02,Germany,na,276
1976-03,Malaysia,36298,458
1976-03,Indonesia,31225,360
1976-03,Thailand,14655,764
1976-03,Philippines,4052,608
1976-03,Vietnam,na,704
1976-03,China,na,156
1976-03,Hong Kong,11851,344
1976-03,Japan,4553,392
1976-03,United Kingdom,5143,826
1976-03,France,na,250
1976-03,Germany,na,276
1976-04,Malaysia,38719,458
1976-04,Indonesia,32822,360
1976-04,Thailand,14571,764
1976-04,Philippines,3861,608
1976-04,Vietnam,na,704
1976-04,China,na,156
1976-04,Hong Kong,12749,344
1976-04,Japan,3889,392
1976-04,United Kingdom,4494,826
1976-04,France,na,250
1976-04,Germany,na,276
1976-05,Malaysia,36806,458
1976-05,Indonesia,31050,360
1976-05,Thailand,15037,764
1976-05,Philippines,3899,608
1976-05,Vietnam,na,704
1976-05,China,na,156
1976-05,Hong Kong,13136,344
1976-05,Japan,3779,392
1976-05,United Kingdom,5157,826
1976-05,France,na,250
1976-05,Germany,na,276
1976-06,Malaysia,37831,458
1976-06,Indonesia,33630,360
1976-06,Thailand,15001,764
1976-06,Philippines,3744,608
1976-06,Vietnam,na,704
1976-06,China,na,156
1976-06,Hong Kong,12360,344
1976-06,Japan,3923,392
1976-06,United Kingdom,7320,826
1976-06,France,na,250
1976-06,Germany,na,276
1976-07,Malaysia,37877,458
1976-07,Indonesia,34114,360
1976-07,Thailand,14743,764
1976-07,Philippines,3803,608
1976-07,Vietnam,na,704
1976-07,China,na,156
1976-07,Hong Kong,13077,344
1976-07,Japan,5014,392
1976-07,United Kingdom,9857,826
1976-07,France,na,250
1976-07,Germany,na,276
1976-08,Malaysia,42102,458
1976-08,Indonesia,39812,360
1976-08,Thailand,16887,764
1976-08,Philippines,3798,608
1976-08,Vietnam,na,704
1976-08,China,na,156
1976-08,Hong Kong,13455,344
1976-08,Japan,6091,392
1976-08,United Kingdom,9263,826
1976-08,France,na,250
1976-08,Germany,na,276
1976-09,Malaysia,37540,458
1976-09,Indonesia,33663,360
1976-09,Thailand,14917,764
1976-09,Philippines,3603,608
1976-09,Vietnam,na,704
1976-09,China,na,156
1976-09,Hong Kong,11562,344
1976-09,Japan,5927,392
1976-09,United Kingdom,9356,826
1976-09,France,na,250
1976-09,Germany,na,276
1976-10,Malaysia,37704,458
1976-10,Indonesia,31793,360
1976-10,Thailand,16573,764
1976-10,Philippines,4587,608
1976-10,Vietnam,na,704
1976-10,China,na,156
1976-10,Hong Kong,14866,344
1976-10,Japan,5633,392
1976-10,United Kingdom,7864,826
1976-10,France,na,250
1976-10,Germany,na,276
1976-11,Malaysia,41597,458
1976-11,Indonesia,31236,360
1976-11,Thailand,17584,764
1976-11,Philippines,5234,608
1976-11,Vietnam,na,704
1976-11,China,na,156
1976-11,Hong Kong,14358,344
1976-11,Japan,6016,392
1976-11,United Kingdom,8034,826
1976-11,France,na,250
1976-11,Germany,na,276
1976-12,Malaysia,49371,458
1976-12,Indonesia,46879,360
1976-12,Thailand,18101,764
1976-12,Philippines,5213,608
1976-12,Vietnam,na,704
1976-12,China,na,156
1976-12,Hong Kong,15655,344
1976-12,Japan,5038,392
1976-12,United Kingdom,6860,826
1976-12,France,na,250
1976-12,Germany,na,276
1977-01,Malaysia,39365,458
1977-01,Indonesia,35306,360
1977-01,Thailand,18465,764
1977-01,Philippines,4582,608
1977-01,Vietnam,na,704
1977-01,China,na,156
1977-01,Hong Kong,15513,344
1977-01,Japan,5671,392
1977-01,United Kingdom,7997,826
1977-01,France,na,250
1977-01,Germany,na,276
1977-02,Malaysia,36957,458
1977-02,Indonesia,31965,360
1977-02,Thailand,16522,764
1977-02,Philippines,4444,608
1977-02,Vietnam,na,704
1977-02,China,na,156
1977-02,Hong Kong,14377,344
1977-02,Japan,6427,392
1977-02,United Kingdom,5429,826
1977-02,France,na,250
1977-02,Germany,na,276
1977-03,Malaysia,40967,458
1977-03,Indonesia,35582,360
1977-03,Thailand,17442,764
1977-03,Philippines,4839,608
1977-03,Vietnam,na,704
1977-03,China,na,156
1977-03,Hong Kong,16059,344
1977-03,Japan,6334,392
1977-03,United Kingdom,5431,826
1977-03,France,na,250
1977-03,Germany,na,276
1977-04,Malaysia,42731,458
1977-04,Indonesia,35952,360
1977-04,Thailand,15234,764
1977-04,Philippines,5207,608
1977-04,Vietnam,na,704
1977-04,China,na,156
1977-04,Hong Kong,14995,344
1977-04,Japan,5697,392
1977-04,United Kingdom,5104,826
1977-04,France,na,250
1977-04,Germany,na,276
1977-05,Malaysia,41696,458
1977-05,Indonesia,33608,360
1977-05,Thailand,16051,764
1977-05,Philippines,4847,608
1977-05,Vietnam,na,704
1977-05,China,na,156
1977-05,Hong Kong,12544,344
1977-05,Japan,6155,392
1977-05,United Kingdom,6529,826
1977-05,France,na,250
1977-05,Germany,na,276
1977-06,Malaysia,41869,458
1977-06,Indonesia,38704,360
1977-06,Thailand,15225,764
1977-06,Philippines,5149,608
1977-06,Vietnam,na,704
1977-06,China,na,156
1977-06,Hong Kong,14741,344
1977-06,Japan,6008,392
1977-06,United Kingdom,8159,826
1977-06,France,na,250
1977-06,Germany,na,276
1977-07,Malaysia,42697,458
1977-07,Indonesia,43298,360
1977-07,Thailand,15333,764
1977-07,Philippines,4891,608
1977-07,Vietnam,na,704
1977-07,China,na,156
1977-07,Hong Kong,13788,344
1977-07,Japan,7402,392
1977-07,United Kingdom,10892,826
1977-07,France,na,250
1977-07,Germany,na,276
1977-08,Malaysia,45748,458
1977-08,Indonesia,46159,360
1977-08,Thailand,17086,764
1977-08,Philippines,5203,608
1977-08,Vietnam,na,704
1977-08,China,na,156
1977-08,Hong Kong,15869,344
1977-08,Japan,9011,392
1977-08,United Kingdom,11045,826
1977-08,France,na,250
1977-08,Germany,na,276
1977-09,Malaysia,41546,458
1977-09,Indonesia,37932,360
1977-09,Thailand,14451,764
1977-09,Philippines,5350,608
1977-09,Vietnam,na,704
1977-09,China,na,156
1977-09,Hong Kong,14271,344
1977-09,Japan,5787,392
1977-09,United Kingdom,9306,826
1977-09,France,na,250
1977-09,Germany,na,276
1977-10,Malaysia,40688,458
1977-10,Indonesia,37060,360
1977-10,Thailand,19483,764
1977-10,Philippines,6709,608
1977-10,Vietnam,na,704
1977-10,China,na,156
1977-10,Hong Kong,16426,344
1977-10,Japan,6626,392
1977-10,United Kingdom,8755,826
1977-10,France,na,250
1977-10,Germany,na,276
1977-11,Malaysia,48129,458
1977-11,Indonesia,38024,360
1977-11,Thailand,20653,764
1977-11,Philippines,7186,608
1977-11,Vietnam,na,704
1977-11,China,na,156
1977-11,Hong Kong,17358,344
1977-11,Japan,6260,392
1977-11,United Kingdom,9658,826
1977-11,France,na,250
1977-11,Germany,na,276
1977-12,Malaysia,48368,458
1977-12,Indonesia,53210,360
1977-12,Thailand,19617,764
1977-12,Philippines,7445,608
1977-12,Vietnam,na,704
1977-12,China,na,156
1977-12,Hong Kong,15270,344
1977-12,Japan,6051,392
1977-12,United Kingdom,8785,826
1977-12,France,na,250
1977-12,Germany,na,276
1978-01,Malaysia,40387,458
1978-01,Indonesia,42435,360
1978-01,Thailand,18759,764
1978-01,Philippines,7063,608
1978-01,Vietnam,na,704
1978-01,China,na,156
1978-01,Hong Kong,16579,344
1978-01,Japan,6517,392
1978-01,United Kingdom,8336,826
1978-01,France,na,250
1978-01,Germany,na,276
1978-02,Malaysia,42140,458
1978-02,Indonesia,34437,360
1978-02,Thailand,16932,764
1978-02,Philippines,6763,608
1978-02,Vietnam,na,704
1978-02,China,na,156
1978-02,Hong Kong,16104,344
1978-02,Japan,6372,392
1978-02,United Kingdom,6505,826
1978-02,France,na,250
1978-02,Germany,na,276
1978-03,Malaysia,44470,458
1978-03,Indonesia,39011,360
1978-03,Thailand,18822,764
1978-03,Philippines,6890,608
1978-03,Vietnam,na,704
1978-03,China,na,156
1978-03,Hong Kong,16581,344
1978-03,Japan,7262,392
1978-03,United Kingdom,6862,826
1978-03,France,na,250
1978-03,Germany,na,276
1978-04,Malaysia,45975,458
1978-04,Indonesia,42556,360
1978-04,Thailand,18911,764
1978-04,Philippines,7170,608
1978-04,Vietnam,na,704
1978-04,China,na,156
1978-04,Hong Kong,16676,344
1978-04,Japan,5722,392
1978-04,United Kingdom,5667,826
1978-04,France,na,250
1978-04,Germany,na,276
1978-05,Malaysia,45419,458
1978-05,Indonesia,40977,360
1978-05,Thailand,19582,764
1978-05,Philippines,8101,608
1978-05,Vietnam,na,704
1978-05,China,na,156
1978-05,Hong Kong,17851,344
1978-05,Japan,5894,392
1978-05,United Kingdom,6670,826
1978-05,France,na,250
1978-05,Germany,na,276
1978-06,Malaysia,45395,458
1978-06,Indonesia,42727,360
1978-06,Thailand,19527,764
1978-06,Philippines,7273,608
1978-06,Vietnam,na,704
1978-06,China,na,156
1978-06,Hong Kong,17455,344
1978-06,Japan,5391,392
1978-06,United Kingdom,8966,826
1978-06,France,na,250
1978-06,Germany,na,276
1978-07,Malaysia,46970,458
1978-07,Indonesia,44127,360
1978-07,Thailand,18988,764
1978-07,Philippines,6415,608
1978-07,Vietnam,na,704
1978-07,China,na,156
1978-07,Hong Kong,17574,344
1978-07,Japan,7811,392
1978-07,United Kingdom,12751,826
1978-07,France,na,250
1978-07,Germany,na,276
1978-08,Malaysia,50897,458
1978-08,Indonesia,56796,360
1978-08,Thailand,19633,764
1978-08,Philippines,8049,608
1978-08,Vietnam,na,704
1978-08,China,na,156
1978-08,Hong Kong,18346,344
1978-08,Japan,9284,392
1978-08,United Kingdom,11970,826
1978-08,France,na,250
1978-08,Germany,na,276
1978-09,Malaysia,47397,458
1978-09,Indonesia,44481,360
1978-09,Thailand,18270,764
1978-09,Philippines,7400,608
1978-09,Vietnam,na,704
1978-09,China,na,156
1978-09,Hong Kong,18018,344
1978-09,Japan,6265,392
1978-09,United Kingdom,10610,826
1978-09,France,na,250
1978-09,Germany,na,276
1978-10,Malaysia,47295,458
1978-10,Indonesia,44122,360
1978-10,Thailand,22063,764
1978-10,Philippines,8569,608
1978-10,Vietnam,na,704
1978-10,China,na,156
1978-10,Hong Kong,19434,344
1978-10,Japan,7781,392
1978-10,United Kingdom,10406,826
1978-10,France,na,250
1978-10,Germany,na,276
1978-11,Malaysia,53550,458
1978-11,Indonesia,41762,360
1978-11,Thailand,23805,764
1978-11,Philippines,9882,608
1978-11,Vietnam,na,704
1978-11,China,na,156
1978-11,Hong Kong,19921,344
1978-11,Japan,8328,392
1978-11,United Kingdom,8850,826
1978-11,France,na,250
1978-11,Germany,na,276
1978-12,Malaysia,56694,458
1978-12,Indonesia,46500,360
1978-12,Thailand,22388,764
1978-12,Philippines,9052,608
1978-12,Vietnam,na,704
1978-12,China,na,156
1978-12,Hong Kong,17034,344
1978-12,Japan,8927,392
1978-12,United Kingdom,9429,826
1978-12,France,na,250
1978-12,Germany,na,276
1979-01,Malaysia,48485,458
1979-01,Indonesia,40214,360
1979-01,Thailand,20100,764
1979-01,Philippines,8963,608
1979-01,Vietnam,na,704
1979-01,China,na,156
1979-01,Hong Kong,17665,344
1979-01,Japan,9264,392
1979-01,United Kingdom,9061,826
1979-01,France,na,250
1979-01,Germany,na,276
1979-02,Malaysia,42192,458
1979-02,Indonesia,34618,360
1979-02,Thailand,19739,764
1979-02,Philippines,9198,608
1979-02,Vietnam,na,704
1979-02,China,na,156
1979-02,Hong Kong,16943,344
1979-02,Japan,9756,392
1979-02,United Kingdom,6227,826
1979-02,France,na,250
1979-02,Germany,na,276
1979-03,Malaysia,53022,458
1979-03,Indonesia,40066,360
1979-03,Thailand,18653,764
1979-03,Philippines,9092,608
1979-03,Vietnam,na,704
1979-03,China,na,156
1979-03,Hong Kong,15783,344
1979-03,Japan,10651,392
1979-03,United Kingdom,6903,826
1979-03,France,na,250
1979-03,Germany,na,276
1979-04,Malaysia,56033,458
1979-04,Indonesia,39896,360
1979-04,Thailand,19596,764
1979-04,Philippines,9527,608
1979-04,Vietnam,na,704
1979-04,China,na,156
1979-04,Hong Kong,16568,344
1979-04,Japan,9495,392
1979-04,United Kingdom,6007,826
1979-04,France,na,250
1979-04,Germany,na,276
1979-05,Malaysia,53838,458
1979-05,Indonesia,37878,360
1979-05,Thailand,19116,764
1979-05,Philippines,9031,608
1979-05,Vietnam,na,704
1979-05,China,na,156
1979-05,Hong Kong,16438,344
1979-05,Japan,10079,392
1979-05,United Kingdom,6696,826
1979-05,France,na,250
1979-05,Germany,na,276
1979-06,Malaysia,57523,458
1979-06,Indonesia,47048,360
1979-06,Thailand,21272,764
1979-06,Philippines,9036,608
1979-06,Vietnam,na,704
1979-06,China,na,156
1979-06,Hong Kong,19339,344
1979-06,Japan,10860,392
1979-06,United Kingdom,9646,826
1979-06,France,na,250
1979-06,Germany,na,276
1979-07,Malaysia,58905,458
1979-07,Indonesia,44257,360
1979-07,Thailand,21563,764
1979-07,Philippines,8470,608
1979-07,Vietnam,na,704
1979-07,China,na,156
1979-07,Hong Kong,19462,344
1979-07,Japan,13069,392
1979-07,United Kingdom,12267,826
1979-07,France,na,250
1979-07,Germany,na,276
1979-08,Malaysia,60416,458
1979-08,Indonesia,52245,360
1979-08,Thailand,21709,764
1979-08,Philippines,8970,608
1979-08,Vietnam,na,704
1979-08,China,na,156
1979-08,Hong Kong,18662,344
1979-08,Japan,15464,392
1979-08,United Kingdom,11418,826
1979-08,France,na,250
1979-08,Germany,na,276
1979-09,Malaysia,55686,458
1979-09,Indonesia,42000,360
1979-09,Thailand,18844,764
1979-09,Philippines,8430,608
1979-09,Vietnam,na,704
1979-09,China,na,156
1979-09,Hong Kong,18053,344
1979-09,Japan,12517,392
1979-09,United Kingdom,10787,826
1979-09,France,na,250
1979-09,Germany,na,276
1979-10,Malaysia,58678,458
1979-10,Indonesia,44982,360
1979-10,Thailand,22410,764
1979-10,Philippines,9522,608
1979-10,Vietnam,na,704
1979-10,China,na,156
1979-10,Hong Kong,20660,344
1979-10,Japan,11994,392
1979-10,United Kingdom,10896,826
1979-10,France,na,250
1979-10,Germany,na,276
1979-11,Malaysia,63275,458
1979-11,Indonesia,42590,360
1979-11,Thailand,24428,764
1979-11,Philippines,11214,608
1979-11,Vietnam,na,704
1979-11,China,na,156
1979-11,Hong Kong,21878,344
1979-11,Japan,14665,392
1979-11,United Kingdom,9052,826
1979-11,France,na,250
1979-11,Germany,na,276
1979-12,Malaysia,69653,458
1979-12,Indonesia,47465,360
1979-12,Thailand,25640,764
1979-12,Philippines,11149,608
1979-12,Vietnam,na,704
1979-12,China,na,156
1979-12,Hong Kong,21196,344
1979-12,Japan,13800,392
1979-12,United Kingdom,8736,826
1979-12,France,na,250
1979-12,Germany,na,276
1980-01,Malaysia,59236,458
1980-01,Indonesia,41053,360
1980-01,Thailand,21097,764
1980-01,Philippines,10120,608
1980-01,Vietnam,na,704
1980-01,China,na,156
1980-01,Hong Kong,17639,344
1980-01,Japan,14636,392
1980-01,United Kingdom,8735,826
1980-01,France,na,250
1980-01,Germany,na,276
1980-02,Malaysia,56998,458
1980-02,Indonesia,40653,360
1980-02,Thailand,21585,764
1980-02,Philippines,10375,608
1980-02,Vietnam,na,704
1980-02,China,na,156
1980-02,Hong Kong,21541,344
1980-02,Japan,13094,392
1980-02,United Kingdom,6945,826
1980-02,France,na,250
1980-02,Germany,na,276
1980-03,Malaysia,64360,458
1980-03,Indonesia,41703,360
1980-03,Thailand,23374,764
1980-03,Philippines,10679,608
1980-03,Vietnam,na,704
1980-03,China,na,156
1980-03,Hong Kong,20298,344
1980-03,Japan,16146,392
1980-03,United Kingdom,7676,826
1980-03,France,na,250
1980-03,Germany,na,276
1980-04,Malaysia,66280,458
1980-04,Indonesia,41806,360
1980-04,Thailand,22577,764
1980-04,Philippines,10824,608
1980-04,Vietnam,na,704
1980-04,China,na,156
1980-04,Hong Kong,20006,344
1980-04,Japan,11894,392
1980-04,United Kingdom,6033,826
1980-04,France,na,250
1980-04,Germany,na,276
1980-05,Malaysia,63777,458
1980-05,Indonesia,42231,360
1980-05,Thailand,21255,764
1980-05,Philippines,10828,608
1980-05,Vietnam,na,704
1980-05,China,na,156
1980-05,Hong Kong,22446,344
1980-05,Japan,11675,392
1980-05,United Kingdom,6883,826
1980-05,France,na,250
1980-05,Germany,na,276
1980-06,Malaysia,68359,458
1980-06,Indonesia,49807,360
1980-06,Thailand,23203,764
1980-06,Philippines,10616,608
1980-06,Vietnam,na,704
1980-06,China,na,156
1980-06,Hong Kong,25429,344
1980-06,Japan,11312,392
1980-06,United Kingdom,9738,826
1980-06,France,na,250
1980-06,Germany,na,276
1980-07,Malaysia,62937,458
1980-07,Indonesia,51655,360
1980-07,Thailand,23832,764
1980-07,Philippines,9620,608
1980-07,Vietnam,na,704
1980-07,China,na,156
1980-07,Hong Kong,24201,344
1980-07,Japan,14945,392
1980-07,United Kingdom,13515,826
1980-07,France,na,250
1980-07,Germany,na,276
1980-08,Malaysia,75463,458
1980-08,Indonesia,55898,360
1980-08,Thailand,25232,764
1980-08,Philippines,10186,608
1980-08,Vietnam,na,704
1980-08,China,na,156
1980-08,Hong Kong,26334,344
1980-08,Japan,18323,392
1980-08,United Kingdom,12335,826
1980-08,France,na,250
1980-08,Germany,na,276
1980-09,Malaysia,63051,458
1980-09,Indonesia,45011,360
1980-09,Thailand,20409,764
1980-09,Philippines,8364,608
1980-09,Vietnam,na,704
1980-09,China,na,156
1980-09,Hong Kong,22564,344
1980-09,Japan,13588,392
1980-09,United Kingdom,11641,826
1980-09,France,na,250
1980-09,Germany,na,276
1980-10,Malaysia,63628,458
1980-10,Indonesia,48099,360
1980-10,Thailand,27591,764
1980-10,Philippines,11366,608
1980-10,Vietnam,na,704
1980-10,China,na,156
1980-10,Hong Kong,26876,344
1980-10,Japan,12262,392
1980-10,United Kingdom,11020,826
1980-10,France,na,250
1980-10,Germany,na,276
1980-11,Malaysia,72452,458
1980-11,Indonesia,46955,360
1980-11,Thailand,26789,764
1980-11,Philippines,12436,608
1980-11,Vietnam,na,704
1980-11,China,na,156
1980-11,Hong Kong,25834,344
1980-11,Japan,14418,392
1980-11,United Kingdom,8789,826
1980-11,France,na,250
1980-11,Germany,na,276
1980-12,Malaysia,86517,458
1980-12,Indonesia,56084,360
1980-12,Thailand,29333,764
1980-12,Philippines,11505,608
1980-12,Vietnam,na,704
1980-12,China,na,156
1980-12,Hong Kong,28023,344
1980-12,Japan,15051,392
1980-12,United Kingdom,9892,826
1980-12,France,na,250
1980-12,Germany,na,276
1981-01,Malaysia,63787,458
1981-01,Indonesia,47955,360
1981-01,Thailand,25707,764
1981-01,Philippines,11443,608
1981-01,Vietnam,na,704
1981-01,China,na,156
1981-01,Hong Kong,25359,344
1981-01,Japan,14114,392
1981-01,United Kingdom,8077,826
1981-01,France,na,250
1981-01,Germany,na,276
1981-02,Malaysia,69548,458
1981-02,Indonesia,44635,360
1981-02,Thailand,27481,764
1981-02,Philippines,12224,608
1981-02,Vietnam,na,704
1981-02,China,na,156
1981-02,Hong Kong,26939,344
1981-02,Japan,14895,392
1981-02,United Kingdom,7447,826
1981-02,France,na,250
1981-02,Germany,na,276
1981-03,Malaysia,68487,458
1981-03,Indonesia,47339,360
1981-03,Thailand,25935,764
1981-03,Philippines,11691,608
1981-03,Vietnam,na,704
1981-03,China,na,156
1981-03,Hong Kong,25150,344
1981-03,Japan,17724,392
1981-03,United Kingdom,7141,826
1981-03,France,na,250
1981-03,Germany,na,276
1981-04,Malaysia,73075,458
1981-04,Indonesia,47367,360
1981-04,Thailand,24476,764
1981-04,Philippines,12009,608
1981-04,Vietnam,na,704
1981-04,China,na,156
1981-04,Hong Kong,25972,344
1981-04,Japan,13831,392
1981-04,United Kingdom,6357,826
1981-04,France,na,250
1981-04,Germany,na,276
1981-05,Malaysia,68966,458
1981-05,Indonesia,47329,360
1981-05,Thailand,25813,764
1981-05,Philippines,12368,608
1981-05,Vietnam,na,704
1981-05,China,na,156
1981-05,Hong Kong,25882,344
1981-05,Japan,14916,392
1981-05,United Kingdom,6994,826
1981-05,France,na,250
1981-05,Germany,na,276
1981-06,Malaysia,76649,458
1981-06,Indonesia,60599,360
1981-06,Thailand,29103,764
1981-06,Philippines,10938,608
1981-06,Vietnam,na,704
1981-06,China,na,156
1981-06,Hong Kong,28540,344
1981-06,Japan,16150,392
1981-06,United Kingdom,9572,826
1981-06,France,na,250
1981-06,Germany,na,276
1981-07,Malaysia,69496,458
1981-07,Indonesia,59956,360
1981-07,Thailand,30012,764
1981-07,Philippines,11298,608
1981-07,Vietnam,na,704
1981-07,China,na,156
1981-07,Hong Kong,28163,344
1981-07,Japan,18559,392
1981-07,United Kingdom,13405,826
1981-07,France,na,250
1981-07,Germany,na,276
1981-08,Malaysia,85624,458
1981-08,Indonesia,57598,360
1981-08,Thailand,29434,764
1981-08,Philippines,12624,608
1981-08,Vietnam,na,704
1981-08,China,na,156
1981-08,Hong Kong,31266,344
1981-08,Japan,25691,392
1981-08,United Kingdom,13877,826
1981-08,France,na,250
1981-08,Germany,na,276
1981-09,Malaysia,70172,458
1981-09,Indonesia,50127,360
1981-09,Thailand,25085,764
1981-09,Philippines,11493,608
1981-09,Vietnam,na,704
1981-09,China,na,156
1981-09,Hong Kong,24581,344
1981-09,Japan,17406,392
1981-09,United Kingdom,11919,826
1981-09,France,na,250
1981-09,Germany,na,276
1981-10,Malaysia,72082,458
1981-10,Indonesia,50693,360
1981-10,Thailand,29764,764
1981-10,Philippines,13663,608
1981-10,Vietnam,na,704
1981-10,China,na,156
1981-10,Hong Kong,29557,344
1981-10,Japan,17062,392
1981-10,United Kingdom,12184,826
1981-10,France,na,250
1981-10,Germany,na,276
1981-11,Malaysia,79244,458
1981-11,Indonesia,50491,360
1981-11,Thailand,29512,764
1981-11,Philippines,13963,608
1981-11,Vietnam,na,704
1981-11,China,na,156
1981-11,Hong Kong,29003,344
1981-11,Japan,20527,392
1981-11,United Kingdom,9481,826
1981-11,France,na,250
1981-11,Germany,na,276
1981-12,Malaysia,91283,458
1981-12,Indonesia,60786,360
1981-12,Thailand,32039,764
1981-12,Philippines,14427,608
1981-12,Vietnam,na,704
1981-12,China,na,156
1981-12,Hong Kong,29962,344
1981-12,Japan,19254,392
1981-12,United Kingdom,10485,826
1981-12,France,na,250
1981-12,Germany,na,276
1982-01,Malaysia,77597,458
1982-01,Indonesia,49334,360
1982-01,Thailand,29642,764
1982-01,Philippines,14142,608
1982-01,Vietnam,na,704
1982-01,China,na,156
1982-01,Hong Kong,29081,344
1982-01,Japan,18495,392
1982-01,United Kingdom,10898,826
1982-01,France,na,250
1982-01,Germany,na,276
1982-02,Malaysia,69397,458
1982-02,Indonesia,43516,360
1982-02,Thailand,26790,764
1982-02,Philippines,13478,608
1982-02,Vietnam,na,704
1982-02,China,na,156
1982-02,Hong Kong,23037,344
1982-02,Japan,21590,392
1982-02,United Kingdom,7520,826
1982-02,France,na,250
1982-02,Germany,na,276
1982-03,Malaysia,72004,458
1982-03,Indonesia,49186,360
1982-03,Thailand,26730,764
1982-03,Philippines,13642,608
1982-03,Vietnam,na,704
1982-03,China,na,156
1982-03,Hong Kong,25632,344
1982-03,Japan,23777,392
1982-03,United Kingdom,8167,826
1982-03,France,na,250
1982-03,Germany,na,276
1982-04,Malaysia,71647,458
1982-04,Indonesia,45030,360
1982-04,Thailand,29610,764
1982-04,Philippines,12866,608
1982-04,Vietnam,na,704
1982-04,China,na,156
1982-04,Hong Kong,26741,344
1982-04,Japan,16414,392
1982-04,United Kingdom,7192,826
1982-04,France,na,250
1982-04,Germany,na,276
1982-05,Malaysia,71153,458
1982-05,Indonesia,46328,360
1982-05,Thailand,28138,764
