month,countries,value,country_code
1990-08,Hong Kong,49059,344
1990-08,Japan,73499,392
1990-08,United Kingdom,26101,826
1990-08,France,4202,250
1990-08,Germany,8590,276
1990-09,Malaysia,114688,458
1990-09,Indonesia,68900,360
1990-09,Thailand,62089,764
1990-09,Philippines,10861,608
1990-09,Vietnam,na,704
1990-09,China,3268,156
1990-09,Hong Kong,42716,344
1990-09,Japan,63045,392
1990-09,United Kingdom,26469,826
1990-09,France,4156,250
1990-09,Germany,11414,276
1990-10,Malaysia,116352,458
1990-10,Indonesia,67217,360
1990-10,Thailand,70547,764
1990-10,Philippines,11398,608
1990-10,Vietnam,na,704
1990-10,China,4669,156
1990-10,Hong Kong,49249,344
1990-10,Japan,64417,392
1990-10,United Kingdom,27224,826
1990-10,France,3534,250
1990-10,Germany,11291,276
1990-11,Malaysia,132991,458
1990-11,Indonesia,71485,360
1990-11,Thailand,72802,764
1990-11,Philippines,12575,608
1990-11,Vietnam,na,704
1990-11,China,4629,156
1990-11,Hong Kong,47793,344
1990-11,Japan,61397,392
1990-11,United Kingdom,24502,826
1990-11,France,3415,250
1990-11,Germany,8351,276
1990-12,Malaysia,147058,458
1990-12,Indonesia,91369,360
1990-12,Thailand,90283,764
1990-12,Philippines,12447,608
1990-12,Vietnam,na,704
1990-12,China,5248,156
1990-12,Hong Kong,52289,344
1990-12,Japan,64116,392
1990-12,United Kingdom,27634,826
1990-12,France,3062,250
1990-12,Germany,7564,276
1991-01,Malaysia,114955,458
1991-01,Indonesia,61860,360
1991-01,Thailand,68414,764
1991-01,Philippines,13957,608
1991-01,Vietnam,na,704
1991-01,China,2760,156
1991-01,Hong Kong,36934,344
1991-01,Japan,58016,392
1991-01,United Kingdom,23831,826
1991-01,France,2886,250
1991-01,Germany,7404,276
1991-02,Malaysia,117080,458
1991-02,Indonesia,59195,360
1991-02,Thailand,51182,764
1991-02,Philippines,12198,608
1991-02,Vietnam,na,704
1991-02,China,3180,156
1991-02,Hong Kong,38476,344
1991-02,Japan,35580,392
1991-02,United Kingdom,19659,826
1991-02,France,2815,250
1991-02,Germany,7098,276
1991-03,Malaysia,125938,458
1991-03,Indonesia,65094,360
1991-03,Thailand,53045,764
1991-03,Philippines,13263,608
1991-03,Vietnam,na,704
1991-03,China,3989,156
1991-03,Hong Kong,43467,344
1991-03,Japan,42099,392
1991-03,United Kingdom,22128,826
1991-03,France,2603,250
1991-03,Germany,8162,276
1991-04,Malaysia,123057,458
1991-04,Indonesia,69719,360
1991-04,Thailand,63211,764
1991-04,Philippines,13584,608
1991-04,Vietnam,na,704
1991-04,China,4379,156
1991-04,Hong Kong,43278,344
1991-04,Japan,52036,392
1991-04,United Kingdom,21328,826
1991-04,France,3220,250
1991-04,Germany,7563,276
1991-05,Malaysia,126191,458
1991-05,Indonesia,70662,360
1991-05,Thailand,58694,764
1991-05,Philippines,14778,608
1991-05,Vietnam,na,704
1991-05,China,5382,156
1991-05,Hong Kong,43420,344
1991-05,Japan,54282,392
1991-05,United Kingdom,21135,826
1991-05,France,3399,250
1991-05,Germany,7227,276
1991-06,Malaysia,151265,458
1991-06,Indonesia,100330,360
1991-06,Thailand,70934,764
1991-06,Philippines,12333,608
1991-06,Vietnam,na,704
1991-06,China,6867,156
1991-06,Hong Kong,57837,344
1991-06,Japan,70449,392
1991-06,United Kingdom,25856,826
1991-06,France,3387,250
1991-06,Germany,8136,276
1991-07,Malaysia,129468,458
1991-07,Indonesia,78938,360
1991-07,Thailand,64401,764
1991-07,Philippines,12966,608
1991-07,Vietnam,na,704
1991-07,China,4598,156
1991-07,Hong Kong,52682,344
1991-07,Japan,71372,392
1991-07,United Kingdom,29691,826
1991-07,France,4302,250
1991-07,Germany,9572,276
1991-08,Malaysia,147764,458
1991-08,Indonesia,95858,360
1991-08,Thailand,68222,764
1991-08,Philippines,12926,608
1991-08,Vietnam,na,704
1991-08,China,3986,156
1991-08,Hong Kong,50140,344
1991-08,Japan,79553,392
1991-08,United Kingdom,27292,826
1991-08,France,4020,250
1991-08,Germany,8780,276
1991-09,Malaysia,134535,458
1991-09,Indonesia,79363,360
1991-09,Thailand,61836,764
1991-09,Philippines,12680,608
1991-09,Vietnam,na,704
1991-09,China,4755,156
1991-09,Hong Kong,46290,344
1991-09,Japan,76272,392
1991-09,United Kingdom,27279,826
1991-09,France,4451,250
1991-09,Germany,10762,276
1991-10,Malaysia,135041,458
1991-10,Indonesia,78865,360
1991-10,Thailand,66749,764
1991-10,Philippines,13735,608
1991-10,Vietnam,na,704
1991-10,China,6144,156
1991-10,Hong Kong,49748,344
1991-10,Japan,70928,392
1991-10,United Kingdom,28721,826
1991-10,France,4011,250
1991-10,Germany,11547,276
1991-11,Malaysia,151917,458
1991-11,Indonesia,83944,360
1991-11,Thailand,71503,764
1991-11,Philippines,13710,608
1991-11,Vietnam,na,704
1991-11,China,6364,156
1991-11,Hong Kong,50145,344
1991-11,Japan,68421,392
1991-11,United Kingdom,25605,826
1991-11,France,4215,250
1991-11,Germany,8743,276
1991-12,Malaysia,165774,458
1991-12,Indonesia,113042,360
1991-12,Thailand,83601,764
1991-12,Philippines,14609,608
1991-12,Vietnam,na,704
1991-12,China,5920,156
1991-12,Hong Kong,58234,344
1991-12,Japan,79324,392
1991-12,United Kingdom,28643,826
1991-12,France,3757,250
1991-12,Germany,9333,276
1992-01,Malaysia,125473,458
1992-01,Indonesia,77047,360
1992-01,Thailand,66246,764
1992-01,Philippines,16499,608
1992-01,Vietnam,na,704
1992-01,China,3408,156
1992-01,Hong Kong,47406,344
1992-01,Japan,73269,392
1992-01,United Kingdom,23708,826
1992-01,France,3734,250
1992-01,Germany,7726,276
1992-02,Malaysia,154754,458
1992-02,Indonesia,86491,360
1992-02,Thailand,70908,764
1992-02,Philippines,14086,608
1992-02,Vietnam,na,704
1992-02,China,4588,156
1992-02,Hong Kong,50616,344
1992-02,Japan,77554,392
1992-02,United Kingdom,23616,826
1992-02,France,4124,250
1992-02,Germany,8909,276
1992-03,Malaysia,130207,458
1992-03,Indonesia,77051,360
1992-03,Thailand,66142,764
1992-03,Philippines,13751,608
1992-03,Vietnam,na,704
1992-03,China,4498,156
1992-03,Hong Kong,44033,344
1992-03,Japan,81587,392
1992-03,United Kingdom,23241,826
1992-03,France,3159,250
1992-03,Germany,8524,276
1992-04,Malaysia,136580,458
1992-04,Indonesia,82517,360
1992-04,Thailand,73063,764
1992-04,Philippines,14869,608
1992-04,Vietnam,na,704
1992-04,China,5830,156
1992-04,Hong Kong,53278,344
1992-04,Japan,62277,392
1992-04,United Kingdom,24682,826
1992-04,France,3874,250
1992-04,Germany,8975,276
1992-05,Malaysia,137504,458
1992-05,Indonesia,77536,360
1992-05,Thailand,59214,764
1992-05,Philippines,14125,608
1992-05,Vietnam,na,704
1992-05,China,6747,156
1992-05,Hong Kong,49728,344
1992-05,Japan,62201,392
1992-05,United Kingdom,20517,826
1992-05,France,3922,250
1992-05,Germany,8426,276
1992-06,Malaysia,153893,458
1992-06,Indonesia,105037,360
1992-06,Thailand,65129,764
1992-06,Philippines,14627,608
1992-06,Vietnam,na,704
1992-06,China,8406,156
1992-06,Hong Kong,64045,344
1992-06,Japan,80067,392
1992-06,United Kingdom,27019,826
1992-06,France,3803,250
1992-06,Germany,8863,276
1992-07,Malaysia,141195,458
1992-07,Indonesia,92273,360
1992-07,Thailand,67142,764
1992-07,Philippines,14542,608
1992-07,Vietnam,na,704
1992-07,China,5341,156
1992-07,Hong Kong,58215,344
1992-07,Japan,77692,392
1992-07,United Kingdom,31886,826
1992-07,France,5487,250
1992-07,Germany,12315,276
1992-08,Malaysia,151506,458
1992-08,Indonesia,101062,360
1992-08,Thailand,70806,764
1992-08,Philippines,14810,608
1992-08,Vietnam,na,704
1992-08,China,6001,156
1992-08,Hong Kong,52917,344
1992-08,Japan,81866,392
1992-08,United Kingdom,27683,826
1992-08,France,5847,250
1992-08,Germany,10649,276
1992-09,Malaysia,134727,458
1992-09,Indonesia,87873,360
1992-09,Thailand,63589,764
1992-09,Philippines,14569,608
1992-09,Vietnam,na,704
1992-09,China,8132,156
1992-09,Hong Kong,52918,344
1992-09,Japan,80544,392
1992-09,United Kingdom,27411,826
1992-09,France,4491,250
1992-09,Germany,11395,276
1992-10,Malaysia,127639,458
1992-10,Indonesia,88896,360
1992-10,Thailand,72834,764
1992-10,Philippines,15820,608
1992-10,Vietnam,na,704
1992-10,China,9649,156
1992-10,Hong Kong,53834,344
1992-10,Japan,66508,392
1992-10,United Kingdom,28809,826
1992-10,France,4980,250
1992-10,Germany,13087,276
1992-11,Malaysia,142307,458
1992-11,Indonesia,88499,360
1992-11,Thailand,75305,764
1992-11,Philippines,15544,608
1992-11,Vietnam,na,704
1992-11,China,9676,156
1992-11,Hong Kong,57054,344
1992-11,Japan,64688,392
1992-11,United Kingdom,28731,826
1992-11,France,4139,250
1992-11,Germany,13918,276
1992-12,Malaysia,160056,458
1992-12,Indonesia,115818,360
1992-12,Thailand,91392,764
1992-12,Philippines,15798,608
1992-12,Vietnam,na,704
1992-12,China,7569,156
1992-12,Hong Kong,65938,344
1992-12,Japan,79234,392
1992-12,United Kingdom,26100,826
1992-12,France,3813,250
1992-12,Germany,13264,276
1993-01,Malaysia,157326,458
1993-01,Indonesia,93458,360
1993-01,Thailand,82567,764
1993-01,Philippines,20153,608
1993-01,Vietnam,na,704
1993-01,China,6682,156
1993-01,Hong Kong,59123,344
1993-01,Japan,73010,392
1993-01,United Kingdom,26709,826
1993-01,France,3738,250
1993-01,Germany,12117,276
1993-02,Malaysia,132860,458
1993-02,Indonesia,76123,360
1993-02,Thailand,72073,764
1993-02,Philippines,15591,608
1993-02,Vietnam,na,704
1993-02,China,7731,156
1993-02,Hong Kong,47389,344
1993-02,Japan,71778,392
1993-02,United Kingdom,22400,826
1993-02,France,4056,250
1993-02,Germany,13132,276
1993-03,Malaysia,145460,458
1993-03,Indonesia,92195,360
1993-03,Thailand,83259,764
1993-03,Philippines,16372,608
1993-03,Vietnam,na,704
1993-03,China,9802,156
1993-03,Hong Kong,62008,344
1993-03,Japan,74337,392
1993-03,United Kingdom,30573,826
1993-03,France,3841,250
1993-03,Germany,14094,276
1993-04,Malaysia,139007,458
1993-04,Indonesia,82361,360
1993-04,Thailand,85695,764
1993-04,Philippines,18835,608
1993-04,Vietnam,na,704
1993-04,China,13563,156
1993-04,Hong Kong,64280,344
1993-04,Japan,59602,392
1993-04,United Kingdom,24898,826
1993-04,France,4199,250
1993-04,Germany,11988,276
1993-05,Malaysia,137766,458
1993-05,Indonesia,82924,360
1993-05,Thailand,80403,764
1993-05,Philippines,18557,608
1993-05,Vietnam,na,704
1993-05,China,13909,156
1993-05,Hong Kong,57407,344
1993-05,Japan,59230,392
1993-05,United Kingdom,25202,826
1993-05,France,4557,250
1993-05,Germany,11954,276
1993-06,Malaysia,162621,458
1993-06,Indonesia,111717,360
1993-06,Thailand,91546,764
1993-06,Philippines,18460,608
1993-06,Vietnam,na,704
1993-06,China,19826,156
1993-06,Hong Kong,70260,344
1993-06,Japan,74049,392
1993-06,United Kingdom,29456,826
1993-06,France,5340,250
1993-06,Germany,12042,276
1993-07,Malaysia,148182,458
1993-07,Indonesia,95583,360
1993-07,Thailand,82077,764
1993-07,Philippines,15481,608
1993-07,Vietnam,na,704
1993-07,China,12571,156
1993-07,Hong Kong,68081,344
1993-07,Japan,78660,392
1993-07,United Kingdom,33284,826
1993-07,France,7140,250
1993-07,Germany,14766,276
1993-08,Malaysia,169695,458
1993-08,Indonesia,114994,360
1993-08,Thailand,86734,764
1993-08,Philippines,16585,608
1993-08,Vietnam,na,704
1993-08,China,11422,156
1993-08,Hong Kong,64618,344
1993-08,Japan,85486,392
1993-08,United Kingdom,29456,826
1993-08,France,6269,250
1993-08,Germany,13497,276
1993-09,Malaysia,138466,458
1993-09,Indonesia,90928,360
1993-09,Thailand,69942,764
1993-09,Philippines,15149,608
1993-09,Vietnam,na,704
1993-09,China,14621,156
1993-09,Hong Kong,53824,344
1993-09,Japan,78264,392
1993-09,United Kingdom,31123,826
1993-09,France,6399,250
1993-09,Germany,15372,276
1993-10,Malaysia,145101,458
1993-10,Indonesia,94998,360
1993-10,Thailand,81985,764
1993-10,Philippines,17591,608
1993-10,Vietnam,na,704
1993-10,China,18882,156
1993-10,Hong Kong,58819,344
1993-10,Japan,67161,392
1993-10,United Kingdom,32565,826
1993-10,France,6131,250
1993-10,Germany,17824,276
1993-11,Malaysia,162460,458
1993-11,Indonesia,95179,360
1993-11,Thailand,81854,764
1993-11,Philippines,17355,608
1993-11,Vietnam,na,704
1993-11,China,16066,156
1993-11,Hong Kong,54267,344
1993-11,Japan,69488,392
1993-11,United Kingdom,27036,826
1993-11,France,5892,250
1993-11,Germany,15986,276
1993-12,Malaysia,178932,458
1993-12,Indonesia,131223,360
1993-12,Thailand,103694,764
1993-12,Philippines,17913,608
1993-12,Vietnam,na,704
1993-12,China,17484,156
1993-12,Hong Kong,64901,344
1993-12,Japan,80056,392
1993-12,United Kingdom,26818,826
1993-12,France,5594,250
1993-12,Germany,14531,276
1994-01,Malaysia,140364,458
1994-01,Indonesia,91790,360
1994-01,Thailand,82998,764
1994-01,Philippines,21833,608
1994-01,Vietnam,7101,704
1994-01,China,10376,156
1994-01,Hong Kong,51188,344
1994-01,Japan,72999,392
1994-01,United Kingdom,26600,826
1994-01,France,5818,250
1994-01,Germany,15146,276
1994-02,Malaysia,160140,458
1994-02,Indonesia,90411,360
1994-02,Thailand,76898,764
1994-02,Philippines,17912,608
1994-02,Vietnam,7667,704
1994-02,China,13213,156
1994-02,Hong Kong,56478,344
1994-02,Japan,74311,392
1994-02,United Kingdom,22841,826
1994-02,France,4942,250
1994-02,Germany,14243,276
1994-03,Malaysia,152618,458
1994-03,Indonesia,106201,360
1994-03,Thailand,84356,764
1994-03,Philippines,20343,608
1994-03,Vietnam,10676,704
1994-03,China,15866,156
1994-03,Hong Kong,66529,344
1994-03,Japan,91481,392
1994-03,United Kingdom,24870,826
1994-03,France,5275,250
1994-03,Germany,16896,276
1994-04,Malaysia,145205,458
1994-04,Indonesia,89732,360
1994-04,Thailand,81355,764
1994-04,Philippines,21157,608
1994-04,Vietnam,8982,704
1994-04,China,16962,156
1994-04,Hong Kong,54218,344
1994-04,Japan,66627,392
1994-04,United Kingdom,24064,826
1994-04,France,5835,250
1994-04,Germany,13830,276
1994-05,Malaysia,144215,458
1994-05,Indonesia,92552,360
1994-05,Thailand,78308,764
1994-05,Philippines,20398,608
1994-05,Vietnam,7995,704
1994-05,China,18579,156
1994-05,Hong Kong,53972,344
1994-05,Japan,69783,392
1994-05,United Kingdom,23164,826
1994-05,France,5632,250
1994-05,Germany,11861,276
1994-06,Malaysia,161881,458
1994-06,Indonesia,121886,360
1994-06,Thailand,78600,764
1994-06,Philippines,18690,608
1994-06,Vietnam,7363,704
1994-06,China,25956,156
1994-06,Hong Kong,65755,344
1994-06,Japan,74893,392
1994-06,United Kingdom,32815,826
1994-06,France,6344,250
1994-06,Germany,11789,276
1994-07,Malaysia,152154,458
1994-07,Indonesia,109214,360
1994-07,Thailand,81019,764
1994-07,Philippines,18231,608
1994-07,Vietnam,8141,704
1994-07,China,13309,156
1994-07,Hong Kong,69509,344
1994-07,Japan,83050,392
1994-07,United Kingdom,39085,826
1994-07,France,8097,250
1994-07,Germany,15974,276
1994-08,Malaysia,162448,458
1994-08,Indonesia,118348,360
1994-08,Thailand,86900,764
1994-08,Philippines,18691,608
1994-08,Vietnam,9216,704
1994-08,China,13400,156
1994-08,Hong Kong,66236,344
1994-08,Japan,96471,392
1994-08,United Kingdom,34553,826
1994-08,France,7240,250
1994-08,Germany,14252,276
1994-09,Malaysia,143761,458
1994-09,Indonesia,101938,360
1994-09,Thailand,71476,764
1994-09,Philippines,18522,608
1994-09,Vietnam,7272,704
1994-09,China,19328,156
1994-09,Hong Kong,56954,344
1994-09,Japan,87955,392
1994-09,United Kingdom,34423,826
1994-09,France,7267,250
1994-09,Germany,15956,276
1994-10,Malaysia,144110,458
1994-10,Indonesia,102568,360
1994-10,Thailand,85083,764
1994-10,Philippines,17984,608
1994-10,Vietnam,8573,704
1994-10,China,22928,156
1994-10,Hong Kong,59427,344
1994-10,Japan,75510,392
1994-10,United Kingdom,37627,826
1994-10,France,7984,250
1994-10,Germany,20196,276
1994-11,Malaysia,157672,458
1994-11,Indonesia,101719,360
1994-11,Thailand,89462,764
1994-11,Philippines,17839,608
1994-11,Vietnam,8679,704
1994-11,China,20625,156
1994-11,Hong Kong,59498,344
1994-11,Japan,79988,392
1994-11,United Kingdom,28425,826
1994-11,France,5593,250
1994-11,Germany,16278,276
1994-12,Malaysia,177897,458
1994-12,Indonesia,138437,360
1994-12,Thailand,107845,764
1994-12,Philippines,17693,608
1994-12,Vietnam,7858,704
1994-12,China,22792,156
1994-12,Hong Kong,72754,344
1994-12,Japan,88348,392
1994-12,United Kingdom,30701,826
1994-12,France,5514,250
1994-12,Germany,13837,276
1995-01,Malaysia,145659,458
1995-01,Indonesia,97057,360
1995-01,Thailand,86047,764
1995-01,Philippines,25120,608
1995-01,Vietnam,9405,704
1995-01,China,13906,156
1995-01,Hong Kong,66000,344
1995-01,Japan,81589,392
1995-01,United Kingdom,29750,826
1995-01,France,5891,250
1995-01,Germany,14016,276
1995-02,Malaysia,165580,458
1995-02,Indonesia,102661,360
1995-02,Thailand,86190,764
1995-02,Philippines,17640,608
1995-02,Vietnam,11686,704
1995-02,China,18459,156
1995-02,Hong Kong,53533,344
1995-02,Japan,78359,392
1995-02,United Kingdom,23021,826
1995-02,France,5721,250
1995-02,Germany,13547,276
1995-03,Malaysia,159014,458
1995-03,Indonesia,108143,360
1995-03,Thailand,99260,764
1995-03,Philippines,17979,608
1995-03,Vietnam,11537,704
1995-03,China,20052,156
1995-03,Hong Kong,64433,344
1995-03,Japan,94092,392
1995-03,United Kingdom,24319,826
1995-03,France,5596,250
1995-03,Germany,14836,276
1995-04,Malaysia,145710,458
1995-04,Indonesia,97831,360
1995-04,Thailand,88491,764
1995-04,Philippines,15646,608
1995-04,Vietnam,9467,704
1995-04,China,21224,156
1995-04,Hong Kong,62656,344
1995-04,Japan,69050,392
1995-04,United Kingdom,27134,826
1995-04,France,5414,250
1995-04,Germany,15826,276
1995-05,Malaysia,161239,458
1995-05,Indonesia,102809,360
1995-05,Thailand,82330,764
1995-05,Philippines,14472,608
1995-05,Vietnam,8059,704
1995-05,China,24197,156
1995-05,Hong Kong,57349,344
1995-05,Japan,72900,392
1995-05,United Kingdom,25136,826
1995-05,France,5268,250
1995-05,Germany,13442,276
1995-06,Malaysia,171178,458
1995-06,Indonesia,133638,360
1995-06,Thailand,86240,764
1995-06,Philippines,14619,608
1995-06,Vietnam,8513,704
1995-06,China,27435,156
1995-06,Hong Kong,66550,344
1995-06,Japan,88651,392
1995-06,United Kingdom,35554,826
1995-06,France,6765,250
1995-06,Germany,14099,276
1995-07,Malaysia,159827,458
1995-07,Indonesia,120395,360
1995-07,Thailand,81654,764
1995-07,Philippines,15901,608
1995-07,Vietnam,9957,704
1995-07,China,18885,156
1995-07,Hong Kong,75670,344
1995-07,Japan,97578,392
1995-07,United Kingdom,40996,826
1995-07,France,7037,250
1995-07,Germany,19453,276
1995-08,Malaysia,169467,458
1995-08,Indonesia,125631,360
1995-08,Thailand,85330,764
1995-08,Philippines,15626,608
1995-08,Vietnam,10964,704
1995-08,China,17741,156
1995-08,Hong Kong,74850,344
1995-08,Japan,109830,392
1995-08,United Kingdom,38365,826
1995-08,France,7446,250
1995-08,Germany,17689,276
1995-09,Malaysia,161622,458
1995-09,Indonesia,117289,360
1995-09,Thailand,78719,764
1995-09,Philippines,16742,608
1995-09,Vietnam,8986,704
1995-09,China,25230,156
1995-09,Hong Kong,62910,344
1995-09,Japan,91932,392
1995-09,United Kingdom,36427,826
1995-09,France,6543,250
1995-09,Germany,19503,276
1995-10,Malaysia,161764,458
1995-10,Indonesia,118464,360
1995-10,Thailand,92575,764
1995-10,Philippines,17543,608
1995-10,Vietnam,9525,704
1995-10,China,-,156
1995-10,Hong Kong,64132,344
1995-10,Japan,81934,392
1995-10,United Kingdom,37902,826
1995-10,France,7979,250
1995-10,Germany,21210,276
1995-11,Malaysia,165091,458
1995-11,Indonesia,119863,360
1995-11,Thailand,93040,764
1995-11,Philippines,18160,608
1995-11,Vietnam,10377,704
1995-11,China,24420,156
1995-11,Hong Kong,65508,344
1995-11,Japan,89701,392
1995-11,United Kingdom,30209,826
1995-11,France,5217,250
1995-11,Germany,17412,276
1995-12,Malaysia,177397,458
1995-12,Indonesia,156478,360
1995-12,Thailand,113927,764
1995-12,Philippines,17423,608
1995-12,Vietnam,10501,704
1995-12,China,27674,156
1995-12,Hong Kong,81040,344
1995-12,Japan,93639,392
1995-12,United Kingdom,35110,826
1995-12,France,5163,250
1995-12,Germany,15561,276
1996-01,Malaysia,139103,458
1996-01,Indonesia,108266,360
1996-01,Thailand,93487,764
1996-01,Philippines,24204,608
1996-01,Vietnam,10396,704
1996-01,China,15284,156
1996-01,Hong Kong,59939,344
1996-01,Japan,94335,392
1996-01,United Kingdom,33633,826
1996-01,France,5628,250
1996-01,Germany,17286,276
1996-02,Malaysia,150631,458
1996-02,Indonesia,124951,360
1996-02,Thailand,89659,764
1996-02,Philippines,19756,608
1996-02,Vietnam,10724,704
1996-02,China,21281,156
1996-02,Hong Kong,72306,344
1996-02,Japan,81857,392
1996-02,United Kingdom,27083,826
1996-02,France,5298,250
1996-02,Germany,15701,276
1996-03,Malaysia,156948,458
1996-03,Indonesia,117823,360
1996-03,Thailand,101253,764
1996-03,Philippines,22938,608
1996-03,Vietnam,14556,704
1996-03,China,23727,156
1996-03,Hong Kong,70074,344
1996-03,Japan,104730,392
1996-03,United Kingdom,30992,826
1996-03,France,6125,250
1996-03,Germany,19501,276
1996-04,Malaysia,152439,458
1996-04,Indonesia,117307,360
1996-04,Thailand,95386,764
1996-04,Philippines,24905,608
1996-04,Vietnam,11043,704
1996-04,China,22275,156
1996-04,Hong Kong,67786,344
1996-04,Japan,77358,392
1996-04,United Kingdom,29390,826
1996-04,France,6729,250
1996-04,Germany,16352,276
1996-05,Malaysia,149944,458
1996-05,Indonesia,119634,360
1996-05,Thailand,88429,764
1996-05,Philippines,25010,608
1996-05,Vietnam,9481,704
1996-05,China,27279,156
1996-05,Hong Kong,67380,344
1996-05,Japan,75364,392
1996-05,United Kingdom,27725,826
1996-05,France,6018,250
1996-05,Germany,14652,276
1996-06,Malaysia,160510,458
1996-06,Indonesia,163225,360
1996-06,Thailand,94621,764
1996-06,Philippines,23546,608
1996-06,Vietnam,9670,704
1996-06,China,34441,156
1996-06,Hong Kong,85510,344
1996-06,Japan,95316,392
1996-06,United Kingdom,40006,826
1996-06,France,7560,250
1996-06,Germany,15634,276
1996-07,Malaysia,146910,458
1996-07,Indonesia,134221,360
1996-07,Thailand,88889,764
1996-07,Philippines,21381,608
1996-07,Vietnam,11230,704
1996-07,China,21446,156
1996-07,Hong Kong,78792,344
1996-07,Japan,97807,392
1996-07,United Kingdom,44050,826
1996-07,France,7455,250
1996-07,Germany,21507,276
1996-08,Malaysia,159754,458
1996-08,Indonesia,136108,360
1996-08,Thailand,90973,764
1996-08,Philippines,22615,608
1996-08,Vietnam,11637,704
1996-08,China,20827,156
1996-08,Hong Kong,84331,344
1996-08,Japan,105598,392
1996-08,United Kingdom,39901,826
1996-08,France,7131,250
1996-08,Germany,20611,276
1996-09,Malaysia,141095,458
1996-09,Indonesia,125703,360
1996-09,Thailand,76529,764
1996-09,Philippines,21739,608
1996-09,Vietnam,8930,704
1996-09,China,22733,156
1996-09,Hong Kong,66972,344
1996-09,Japan,90537,392
1996-09,United Kingdom,37597,826
1996-09,France,7891,250
1996-09,Germany,21651,276
1996-10,Malaysia,145821,458
1996-10,Indonesia,133139,360
1996-10,Thailand,92623,764
1996-10,Philippines,23286,608
1996-10,Vietnam,8759,704
1996-10,China,29887,156
1996-10,Hong Kong,71538,344
1996-10,Japan,84010,392
1996-10,United Kingdom,41419,826
1996-10,France,8500,250
1996-10,Germany,23522,276
1996-11,Malaysia,163156,458
1996-11,Indonesia,134255,360
1996-11,Thailand,103750,764
1996-11,Philippines,24161,608
1996-11,Vietnam,10170,704
1996-11,China,28011,156
1996-11,Hong Kong,73310,344
1996-11,Japan,91828,392
1996-11,United Kingdom,35979,826
1996-11,France,7162,250
1996-11,Germany,18738,276
1996-12,Malaysia,188149,458
1996-12,Indonesia,168558,360
1996-12,Thailand,118232,764
1996-12,Philippines,25208,608
1996-12,Vietnam,10096,704
1996-12,China,31184,156
1996-12,Hong Kong,88871,344
1996-12,Japan,105319,392
1996-12,United Kingdom,37900,826
1996-12,France,8510,250
1996-12,Germany,18040,276
1997-01,Malaysia,137604,458
1997-01,Indonesia,118184,360
1997-01,Thailand,96799,764
1997-01,Philippines,31453,608
1997-01,Vietnam,11194,704
1997-01,China,20726,156
1997-01,Hong Kong,63479,344
1997-01,Japan,91409,392
1997-01,United Kingdom,38191,826
1997-01,France,7809,250
1997-01,Germany,18519,276
1997-02,Malaysia,157638,458
1997-02,Indonesia,133246,360
1997-02,Thailand,96508,764
1997-02,Philippines,25326,608
1997-02,Vietnam,12809,704
1997-02,China,28525,156
1997-02,Hong Kong,69974,344
1997-02,Japan,93073,392
1997-02,United Kingdom,34323,826
1997-02,France,6464,250
1997-02,Germany,16666,276
1997-03,Malaysia,155358,458
1997-03,Indonesia,138512,360
1997-03,Thailand,105245,764
1997-03,Philippines,29257,608
1997-03,Vietnam,14221,704
1997-03,China,28727,156
1997-03,Hong Kong,80215,344
1997-03,Japan,99395,392
1997-03,United Kingdom,36155,826
1997-03,France,7353,250
1997-03,Germany,18571,276
1997-04,Malaysia,149059,458
1997-04,Indonesia,125049,360
1997-04,Thailand,96181,764
1997-04,Philippines,31396,608
1997-04,Vietnam,10831,704
1997-04,China,29971,156
1997-04,Hong Kong,66585,344
1997-04,Japan,82350,392
1997-04,United Kingdom,30620,826
1997-04,France,7779,250
1997-04,Germany,18169,276
1997-05,Malaysia,155963,458
1997-05,Indonesia,119200,360
1997-05,Thailand,89779,764
1997-05,Philippines,29142,608
1997-05,Vietnam,9398,704
1997-05,China,33753,156
1997-05,Hong Kong,67835,344
1997-05,Japan,75045,392
1997-05,United Kingdom,33531,826
1997-05,France,8103,250
1997-05,Germany,16467,276
1997-06,Malaysia,162746,458
1997-06,Indonesia,162021,360
1997-06,Thailand,95991,764
1997-06,Philippines,27558,608
1997-06,Vietnam,10753,704
1997-06,China,38578,156
1997-06,Hong Kong,64955,344
1997-06,Japan,93374,392
1997-06,United Kingdom,42961,826
1997-06,France,9918,250
1997-06,Germany,18716,276
1997-07,Malaysia,155334,458
1997-07,Indonesia,155219,360
1997-07,Thailand,85419,764
1997-07,Philippines,27513,608
1997-07,Vietnam,11444,704
1997-07,China,25657,156
1997-07,Hong Kong,71974,344
1997-07,Japan,101472,392
1997-07,United Kingdom,47176,826
1997-07,France,11602,250
1997-07,Germany,22848,276
1997-08,Malaysia,160005,458
1997-08,Indonesia,144093,360
1997-08,Thailand,83986,764
1997-08,Philippines,25762,608
1997-08,Vietnam,11268,704
1997-08,China,25154,156
1997-08,Hong Kong,68306,344
1997-08,Japan,107189,392
1997-08,United Kingdom,44439,826
1997-08,France,11113,250
1997-08,Germany,19932,276
1997-09,Malaysia,146375,458
1997-09,Indonesia,135033,360
1997-09,Thailand,77377,764
1997-09,Philippines,24036,608
1997-09,Vietnam,8824,704
1997-09,China,36458,156
1997-09,Hong Kong,62397,344
1997-09,Japan,95159,392
1997-09,United Kingdom,42008,826
1997-09,France,10794,250
1997-09,Germany,21702,276
1997-10,Malaysia,126428,458
