month,countries,value,country_code
1976-06,Philippines,4062,608
1976-06,Vietnam,na,704
1976-06,China,na,156
1976-06,Hong Kong,11408,344
1976-06,Japan,3773,392
1976-06,United Kingdom,5767,826
1976-06,France,na,250
1976-06,Germany,na,276
1976-07,Malaysia,37504,458
1976-07,Indonesia,35990,360
1976-07,Thailand,13563,764
1976-07,Philippines,4173,608
1976-07,Vietnam,na,704
1976-07,China,na,156
1976-07,Hong Kong,11111,344
1976-07,Japan,3739,392
1976-07,United Kingdom,6540,826
1976-07,France,na,250
1976-07,Germany,na,276
1976-08,Malaysia,42459,458
1976-08,Indonesia,36629,360
1976-08,Thailand,17533,764
1976-08,Philippines,4528,608
1976-08,Vietnam,na,704
1976-08,China,na,156
1976-08,Hong Kong,16705,344
1976-08,Japan,5800,392
1976-08,United Kingdom,6310,826
1976-08,France,na,250
1976-08,Germany,na,276
1976-09,Malaysia,36641,458
1976-09,Indonesia,34522,360
1976-09,Thailand,12789,764
1976-09,Philippines,3708,608
1976-09,Vietnam,na,704
1976-09,China,na,156
1976-09,Hong Kong,13285,344
1976-09,Japan,4122,392
1976-09,United Kingdom,6786,826
1976-09,France,na,250
1976-09,Germany,na,276
1976-10,Malaysia,37191,458
1976-10,Indonesia,35135,360
1976-10,Thailand,13860,764
1976-10,Philippines,4549,608
1976-10,Vietnam,na,704
1976-10,China,na,156
1976-10,Hong Kong,15725,344
1976-10,Japan,4553,392
1976-10,United Kingdom,3743,826
1976-10,France,na,250
1976-10,Germany,na,276
1976-11,Malaysia,40230,458
1976-11,Indonesia,34681,360
1976-11,Thailand,15783,764
1976-11,Philippines,4845,608
1976-11,Vietnam,na,704
1976-11,China,na,156
1976-11,Hong Kong,17589,344
1976-11,Japan,5073,392
1976-11,United Kingdom,4334,826
1976-11,France,na,250
1976-11,Germany,na,276
1976-12,Malaysia,51171,458
1976-12,Indonesia,40673,360
1976-12,Thailand,16245,764
1976-12,Philippines,5896,608
1976-12,Vietnam,na,704
1976-12,China,na,156
1976-12,Hong Kong,14677,344
1976-12,Japan,3738,392
1976-12,United Kingdom,4954,826
1976-12,France,na,250
1976-12,Germany,na,276
1977-01,Malaysia,38900,458
1977-01,Indonesia,38155,360
1977-01,Thailand,16334,764
1977-01,Philippines,4102,608
1977-01,Vietnam,na,704
1977-01,China,na,156
1977-01,Hong Kong,15338,344
1977-01,Japan,5181,392
1977-01,United Kingdom,5473,826
1977-01,France,na,250
1977-01,Germany,na,276
1977-02,Malaysia,37912,458
1977-02,Indonesia,28810,360
1977-02,Thailand,17892,764
1977-02,Philippines,4112,608
1977-02,Vietnam,na,704
1977-02,China,na,156
1977-02,Hong Kong,16406,344
1977-02,Japan,4966,392
1977-02,United Kingdom,4122,826
1977-02,France,na,250
1977-02,Germany,na,276
1977-03,Malaysia,40306,458
1977-03,Indonesia,36259,360
1977-03,Thailand,18442,764
1977-03,Philippines,5365,608
1977-03,Vietnam,na,704
1977-03,China,na,156
1977-03,Hong Kong,17884,344
1977-03,Japan,5529,392
1977-03,United Kingdom,5963,826
1977-03,France,na,250
1977-03,Germany,na,276
1977-04,Malaysia,41340,458
1977-04,Indonesia,35414,360
1977-04,Thailand,14884,764
1977-04,Philippines,5147,608
1977-04,Vietnam,na,704
1977-04,China,na,156
1977-04,Hong Kong,15984,344
1977-04,Japan,5722,392
1977-04,United Kingdom,7342,826
1977-04,France,na,250
1977-04,Germany,na,276
1977-05,Malaysia,40764,458
1977-05,Indonesia,33770,360
1977-05,Thailand,15289,764
1977-05,Philippines,6037,608
1977-05,Vietnam,na,704
1977-05,China,na,156
1977-05,Hong Kong,16174,344
1977-05,Japan,7184,392
1977-05,United Kingdom,7503,826
1977-05,France,na,250
1977-05,Germany,na,276
1977-06,Malaysia,39752,458
1977-06,Indonesia,37281,360
1977-06,Thailand,13079,764
1977-06,Philippines,5665,608
1977-06,Vietnam,na,704
1977-06,China,na,156
1977-06,Hong Kong,14689,344
1977-06,Japan,6290,392
1977-06,United Kingdom,6389,826
1977-06,France,na,250
1977-06,Germany,na,276
1977-07,Malaysia,40664,458
1977-07,Indonesia,44064,360
1977-07,Thailand,13711,764
1977-07,Philippines,5468,608
1977-07,Vietnam,na,704
1977-07,China,na,156
1977-07,Hong Kong,13547,344
1977-07,Japan,5860,392
1977-07,United Kingdom,6833,826
1977-07,France,na,250
1977-07,Germany,na,276
1977-08,Malaysia,46434,458
1977-08,Indonesia,42010,360
1977-08,Thailand,18593,764
1977-08,Philippines,5469,608
1977-08,Vietnam,na,704
1977-08,China,na,156
1977-08,Hong Kong,18547,344
1977-08,Japan,9481,392
1977-08,United Kingdom,6669,826
1977-08,France,na,250
1977-08,Germany,na,276
1977-09,Malaysia,39351,458
1977-09,Indonesia,37070,360
1977-09,Thailand,12764,764
1977-09,Philippines,5054,608
1977-09,Vietnam,na,704
1977-09,China,na,156
1977-09,Hong Kong,14420,344
1977-09,Japan,6507,392
1977-09,United Kingdom,7740,826
1977-09,France,na,250
1977-09,Germany,na,276
1977-10,Malaysia,39760,458
1977-10,Indonesia,37148,360
1977-10,Thailand,15235,764
1977-10,Philippines,6208,608
1977-10,Vietnam,na,704
1977-10,China,na,156
1977-10,Hong Kong,16706,344
1977-10,Japan,6862,392
1977-10,United Kingdom,4667,826
1977-10,France,na,250
1977-10,Germany,na,276
1977-11,Malaysia,45785,458
1977-11,Indonesia,40553,360
1977-11,Thailand,17086,764
1977-11,Philippines,7025,608
1977-11,Vietnam,na,704
1977-11,China,na,156
1977-11,Hong Kong,17323,344
1977-11,Japan,6236,392
1977-11,United Kingdom,4780,826
1977-11,France,na,250
1977-11,Germany,na,276
1977-12,Malaysia,50528,458
1977-12,Indonesia,47606,360
1977-12,Thailand,18579,764
1977-12,Philippines,7498,608
1977-12,Vietnam,na,704
1977-12,China,na,156
1977-12,Hong Kong,14154,344
1977-12,Japan,4584,392
1977-12,United Kingdom,6373,826
1977-12,France,na,250
1977-12,Germany,na,276
1978-01,Malaysia,39820,458
1978-01,Indonesia,44587,360
1978-01,Thailand,17583,764
1978-01,Philippines,5341,608
1978-01,Vietnam,na,704
1978-01,China,na,156
1978-01,Hong Kong,15364,344
1978-01,Japan,6317,392
1978-01,United Kingdom,6420,826
1978-01,France,na,250
1978-01,Germany,na,276
1978-02,Malaysia,39983,458
1978-02,Indonesia,33819,360
1978-02,Thailand,19563,764
1978-02,Philippines,5584,608
1978-02,Vietnam,na,704
1978-02,China,na,156
1978-02,Hong Kong,15288,344
1978-02,Japan,6077,392
1978-02,United Kingdom,5051,826
1978-02,France,na,250
1978-02,Germany,na,276
1978-03,Malaysia,42917,458
1978-03,Indonesia,36989,360
1978-03,Thailand,18926,764
1978-03,Philippines,6663,608
1978-03,Vietnam,na,704
1978-03,China,na,156
1978-03,Hong Kong,17565,344
1978-03,Japan,7046,392
1978-03,United Kingdom,7753,826
1978-03,France,na,250
1978-03,Germany,na,276
1978-04,Malaysia,44539,458
1978-04,Indonesia,39523,360
1978-04,Thailand,17860,764
1978-04,Philippines,7103,608
1978-04,Vietnam,na,704
1978-04,China,na,156
1978-04,Hong Kong,16560,344
1978-04,Japan,5602,392
1978-04,United Kingdom,8944,826
1978-04,France,na,250
1978-04,Germany,na,276
1978-05,Malaysia,45269,458
1978-05,Indonesia,40227,360
1978-05,Thailand,18442,764
1978-05,Philippines,8344,608
1978-05,Vietnam,na,704
1978-05,China,na,156
1978-05,Hong Kong,19184,344
1978-05,Japan,6733,392
1978-05,United Kingdom,9621,826
1978-05,France,na,250
1978-05,Germany,na,276
1978-06,Malaysia,43729,458
1978-06,Indonesia,40144,360
1978-06,Thailand,14653,764
1978-06,Philippines,7793,608
1978-06,Vietnam,na,704
1978-06,China,na,156
1978-06,Hong Kong,16266,344
1978-06,Japan,4908,392
1978-06,United Kingdom,9180,826
1978-06,France,na,250
1978-06,Germany,na,276
1978-07,Malaysia,45430,458
1978-07,Indonesia,48226,360
1978-07,Thailand,15288,764
1978-07,Philippines,7022,608
1978-07,Vietnam,na,704
1978-07,China,na,156
1978-07,Hong Kong,14646,344
1978-07,Japan,7318,392
1978-07,United Kingdom,9574,826
1978-07,France,na,250
1978-07,Germany,na,276
1978-08,Malaysia,49731,458
1978-08,Indonesia,48195,360
1978-08,Thailand,20768,764
1978-08,Philippines,6665,608
1978-08,Vietnam,na,704
1978-08,China,na,156
1978-08,Hong Kong,20336,344
1978-08,Japan,9250,392
1978-08,United Kingdom,10467,826
1978-08,France,na,250
1978-08,Germany,na,276
1978-09,Malaysia,45206,458
1978-09,Indonesia,47395,360
1978-09,Thailand,16595,764
1978-09,Philippines,6906,608
1978-09,Vietnam,na,704
1978-09,China,na,156
1978-09,Hong Kong,16737,344
1978-09,Japan,6009,392
1978-09,United Kingdom,11438,826
1978-09,France,na,250
1978-09,Germany,na,276
1978-10,Malaysia,46632,458
1978-10,Indonesia,42960,360
1978-10,Thailand,18938,764
1978-10,Philippines,7810,608
1978-10,Vietnam,na,704
1978-10,China,na,156
1978-10,Hong Kong,19049,344
1978-10,Japan,6797,392
1978-10,United Kingdom,6552,826
1978-10,France,na,250
1978-10,Germany,na,276
1978-11,Malaysia,50721,458
1978-11,Indonesia,43731,360
1978-11,Thailand,22160,764
1978-11,Philippines,9067,608
1978-11,Vietnam,na,704
1978-11,China,na,156
1978-11,Hong Kong,20282,344
1978-11,Japan,8431,392
1978-11,United Kingdom,6732,826
1978-11,France,na,250
1978-11,Germany,na,276
1978-12,Malaysia,58928,458
1978-12,Indonesia,43721,360
1978-12,Thailand,20588,764
1978-12,Philippines,9491,608
1978-12,Vietnam,na,704
1978-12,China,na,156
1978-12,Hong Kong,15689,344
1978-12,Japan,8504,392
1978-12,United Kingdom,7464,826
1978-12,France,na,250
1978-12,Germany,na,276
1979-01,Malaysia,51159,458
1979-01,Indonesia,38764,360
1979-01,Thailand,19911,764
1979-01,Philippines,7082,608
1979-01,Vietnam,na,704
1979-01,China,na,156
1979-01,Hong Kong,16750,344
1979-01,Japan,9173,392
1979-01,United Kingdom,7860,826
1979-01,France,na,250
1979-01,Germany,na,276
1979-02,Malaysia,38552,458
1979-02,Indonesia,35396,360
1979-02,Thailand,19789,764
1979-02,Philippines,7079,608
1979-02,Vietnam,na,704
1979-02,China,na,156
1979-02,Hong Kong,17142,344
1979-02,Japan,9435,392
1979-02,United Kingdom,6305,826
1979-02,France,na,250
1979-02,Germany,na,276
1979-03,Malaysia,51512,458
1979-03,Indonesia,38149,360
1979-03,Thailand,20109,764
1979-03,Philippines,8275,608
1979-03,Vietnam,na,704
1979-03,China,na,156
1979-03,Hong Kong,16888,344
1979-03,Japan,10872,392
1979-03,United Kingdom,8271,826
1979-03,France,na,250
1979-03,Germany,na,276
1979-04,Malaysia,54632,458
1979-04,Indonesia,38815,360
1979-04,Thailand,19663,764
1979-04,Philippines,8163,608
1979-04,Vietnam,na,704
1979-04,China,na,156
1979-04,Hong Kong,16610,344
1979-04,Japan,8870,392
1979-04,United Kingdom,9510,826
1979-04,France,na,250
1979-04,Germany,na,276
1979-05,Malaysia,53323,458
1979-05,Indonesia,37192,360
1979-05,Thailand,19707,764
1979-05,Philippines,8595,608
1979-05,Vietnam,na,704
1979-05,China,na,156
1979-05,Hong Kong,17216,344
1979-05,Japan,11862,392
1979-05,United Kingdom,9946,826
1979-05,France,na,250
1979-05,Germany,na,276
1979-06,Malaysia,55504,458
1979-06,Indonesia,40851,360
1979-06,Thailand,19659,764
1979-06,Philippines,8778,608
1979-06,Vietnam,na,704
1979-06,China,na,156
1979-06,Hong Kong,16533,344
1979-06,Japan,10870,392
1979-06,United Kingdom,10072,826
1979-06,France,na,250
1979-06,Germany,na,276
1979-07,Malaysia,60614,458
1979-07,Indonesia,50214,360
1979-07,Thailand,18769,764
1979-07,Philippines,7509,608
1979-07,Vietnam,na,704
1979-07,China,na,156
1979-07,Hong Kong,16353,344
1979-07,Japan,11111,392
1979-07,United Kingdom,10174,826
1979-07,France,na,250
1979-07,Germany,na,276
1979-08,Malaysia,57814,458
1979-08,Indonesia,44903,360
1979-08,Thailand,23648,764
1979-08,Philippines,7415,608
1979-08,Vietnam,na,704
1979-08,China,na,156
1979-08,Hong Kong,22145,344
1979-08,Japan,16801,392
1979-08,United Kingdom,10723,826
1979-08,France,na,250
1979-08,Germany,na,276
1979-09,Malaysia,52852,458
1979-09,Indonesia,39510,360
1979-09,Thailand,18315,764
1979-09,Philippines,6626,608
1979-09,Vietnam,na,704
1979-09,China,na,156
1979-09,Hong Kong,18339,344
1979-09,Japan,12920,392
1979-09,United Kingdom,12844,826
1979-09,France,na,250
1979-09,Germany,na,276
1979-10,Malaysia,57456,458
1979-10,Indonesia,42532,360
1979-10,Thailand,22042,764
1979-10,Philippines,8669,608
1979-10,Vietnam,na,704
1979-10,China,na,156
1979-10,Hong Kong,20499,344
1979-10,Japan,12272,392
1979-10,United Kingdom,7307,826
1979-10,France,na,250
1979-10,Germany,na,276
1979-11,Malaysia,61595,458
1979-11,Indonesia,44709,360
1979-11,Thailand,23286,764
1979-11,Philippines,10749,608
1979-11,Vietnam,na,704
1979-11,China,na,156
1979-11,Hong Kong,21084,344
1979-11,Japan,13702,392
1979-11,United Kingdom,7420,826
1979-11,France,na,250
1979-11,Germany,na,276
1979-12,Malaysia,70005,458
1979-12,Indonesia,44807,360
1979-12,Thailand,22475,764
1979-12,Philippines,12188,608
1979-12,Vietnam,na,704
1979-12,China,na,156
1979-12,Hong Kong,17754,344
1979-12,Japan,10775,392
1979-12,United Kingdom,7762,826
1979-12,France,na,250
1979-12,Germany,na,276
1980-01,Malaysia,56783,458
1980-01,Indonesia,42342,360
1980-01,Thailand,21591,764
1980-01,Philippines,7847,608
1980-01,Vietnam,na,704
1980-01,China,na,156
1980-01,Hong Kong,18924,344
1980-01,Japan,16048,392
1980-01,United Kingdom,8684,826
1980-01,France,na,250
1980-01,Germany,na,276
1980-02,Malaysia,60239,458
1980-02,Indonesia,37254,360
1980-02,Thailand,25137,764
1980-02,Philippines,9114,608
1980-02,Vietnam,na,704
1980-02,China,na,156
1980-02,Hong Kong,20096,344
1980-02,Japan,12622,392
1980-02,United Kingdom,6935,826
1980-02,France,na,250
1980-02,Germany,na,276
1980-03,Malaysia,64003,458
1980-03,Indonesia,42110,360
1980-03,Thailand,23779,764
1980-03,Philippines,9933,608
1980-03,Vietnam,na,704
1980-03,China,na,156
1980-03,Hong Kong,20995,344
1980-03,Japan,14680,392
1980-03,United Kingdom,9835,826
1980-03,France,na,250
1980-03,Germany,na,276
1980-04,Malaysia,64295,458
1980-04,Indonesia,39546,360
1980-04,Thailand,22196,764
1980-04,Philippines,9554,608
1980-04,Vietnam,na,704
1980-04,China,na,156
1980-04,Hong Kong,22271,344
1980-04,Japan,12124,392
1980-04,United Kingdom,10315,826
1980-04,France,na,250
1980-04,Germany,na,276
1980-05,Malaysia,63765,458
1980-05,Indonesia,42199,360
1980-05,Thailand,24644,764
1980-05,Philippines,10272,608
1980-05,Vietnam,na,704
1980-05,China,na,156
1980-05,Hong Kong,22875,344
1980-05,Japan,13197,392
1980-05,United Kingdom,9277,826
1980-05,France,na,250
1980-05,Germany,na,276
1980-06,Malaysia,66383,458
1980-06,Indonesia,43754,360
1980-06,Thailand,21118,764
1980-06,Philippines,9960,608
1980-06,Vietnam,na,704
1980-06,China,na,156
1980-06,Hong Kong,21384,344
1980-06,Japan,11415,392
1980-06,United Kingdom,9320,826
1980-06,France,na,250
1980-06,Germany,na,276
1980-07,Malaysia,63544,458
1980-07,Indonesia,56790,360
1980-07,Thailand,20780,764
1980-07,Philippines,8017,608
1980-07,Vietnam,na,704
1980-07,China,na,156
1980-07,Hong Kong,20610,344
1980-07,Japan,11176,392
1980-07,United Kingdom,9624,826
1980-07,France,na,250
1980-07,Germany,na,276
1980-08,Malaysia,71883,458
1980-08,Indonesia,51191,360
1980-08,Thailand,25485,764
1980-08,Philippines,8695,608
1980-08,Vietnam,na,704
1980-08,China,na,156
1980-08,Hong Kong,30468,344
1980-08,Japan,19609,392
1980-08,United Kingdom,10025,826
1980-08,France,na,250
1980-08,Germany,na,276
1980-09,Malaysia,59660,458
1980-09,Indonesia,41927,360
1980-09,Thailand,20785,764
1980-09,Philippines,8091,608
1980-09,Vietnam,na,704
1980-09,China,na,156
1980-09,Hong Kong,22669,344
1980-09,Japan,13841,392
1980-09,United Kingdom,12412,826
1980-09,France,na,250
1980-09,Germany,na,276
1980-10,Malaysia,62708,458
1980-10,Indonesia,47352,360
1980-10,Thailand,24640,764
1980-10,Philippines,9010,608
1980-10,Vietnam,na,704
1980-10,China,na,156
1980-10,Hong Kong,23990,344
1980-10,Japan,11838,392
1980-10,United Kingdom,7908,826
1980-10,France,na,250
1980-10,Germany,na,276
1980-11,Malaysia,65241,458
1980-11,Indonesia,50774,360
1980-11,Thailand,26614,764
1980-11,Philippines,10588,608
1980-11,Vietnam,na,704
1980-11,China,na,156
1980-11,Hong Kong,26579,344
1980-11,Japan,14193,392
1980-11,United Kingdom,6443,826
1980-11,France,na,250
1980-11,Germany,na,276
1980-12,Malaysia,83531,458
1980-12,Indonesia,50651,360
1980-12,Thailand,26952,764
1980-12,Philippines,11693,608
1980-12,Vietnam,na,704
1980-12,China,na,156
1980-12,Hong Kong,23275,344
1980-12,Japan,11721,392
1980-12,United Kingdom,6536,826
1980-12,France,na,250
1980-12,Germany,na,276
1981-01,Malaysia,61226,458
1981-01,Indonesia,49913,360
1981-01,Thailand,24982,764
1981-01,Philippines,7856,608
1981-01,Vietnam,na,704
1981-01,China,na,156
1981-01,Hong Kong,24070,344
1981-01,Japan,16551,392
1981-01,United Kingdom,8299,826
1981-01,France,na,250
1981-01,Germany,na,276
1981-02,Malaysia,62653,458
1981-02,Indonesia,43561,360
1981-02,Thailand,28180,764
1981-02,Philippines,8914,608
1981-02,Vietnam,na,704
1981-02,China,na,156
1981-02,Hong Kong,28142,344
1981-02,Japan,15285,392
1981-02,United Kingdom,5730,826
1981-02,France,na,250
1981-02,Germany,na,276
1981-03,Malaysia,62139,458
1981-03,Indonesia,47527,360
1981-03,Thailand,27223,764
1981-03,Philippines,10014,608
1981-03,Vietnam,na,704
1981-03,China,na,156
1981-03,Hong Kong,27049,344
1981-03,Japan,17409,392
1981-03,United Kingdom,8756,826
1981-03,France,na,250
1981-03,Germany,na,276
1981-04,Malaysia,66034,458
1981-04,Indonesia,45731,360
1981-04,Thailand,24772,764
1981-04,Philippines,11446,608
1981-04,Vietnam,na,704
1981-04,China,na,156
1981-04,Hong Kong,28403,344
1981-04,Japan,14577,392
1981-04,United Kingdom,9248,826
1981-04,France,na,250
1981-04,Germany,na,276
1981-05,Malaysia,65825,458
1981-05,Indonesia,46339,360
1981-05,Thailand,25261,764
1981-05,Philippines,11235,608
1981-05,Vietnam,na,704
1981-05,China,na,156
1981-05,Hong Kong,26799,344
1981-05,Japan,17100,392
1981-05,United Kingdom,8315,826
1981-05,France,na,250
1981-05,Germany,na,276
1981-06,Malaysia,68994,458
1981-06,Indonesia,52389,360
1981-06,Thailand,25489,764
1981-06,Philippines,11523,608
1981-06,Vietnam,na,704
1981-06,China,na,156
1981-06,Hong Kong,25971,344
1981-06,Japan,16072,392
1981-06,United Kingdom,8451,826
1981-06,France,na,250
1981-06,Germany,na,276
1981-07,Malaysia,64176,458
1981-07,Indonesia,65681,360
1981-07,Thailand,26026,764
1981-07,Philippines,10252,608
1981-07,Vietnam,na,704
1981-07,China,na,156
1981-07,Hong Kong,24894,344
1981-07,Japan,16078,392
1981-07,United Kingdom,10236,826
1981-07,France,na,250
1981-07,Germany,na,276
1981-08,Malaysia,74540,458
1981-08,Indonesia,57236,360
1981-08,Thailand,29055,764
1981-08,Philippines,11126,608
1981-08,Vietnam,na,704
1981-08,China,na,156
1981-08,Hong Kong,33777,344
1981-08,Japan,27297,392
1981-08,United Kingdom,11538,826
1981-08,France,na,250
1981-08,Germany,na,276
1981-09,Malaysia,61072,458
1981-09,Indonesia,46901,360
1981-09,Thailand,24191,764
1981-09,Philippines,10119,608
1981-09,Vietnam,na,704
1981-09,China,na,156
1981-09,Hong Kong,26474,344
1981-09,Japan,19243,392
1981-09,United Kingdom,12857,826
1981-09,France,na,250
1981-09,Germany,na,276
1981-10,Malaysia,64136,458
1981-10,Indonesia,52740,360
1981-10,Thailand,27058,764
1981-10,Philippines,11344,608
1981-10,Vietnam,na,704
1981-10,China,na,156
1981-10,Hong Kong,26919,344
1981-10,Japan,16394,392
1981-10,United Kingdom,8520,826
1981-10,France,na,250
1981-10,Germany,na,276
1981-11,Malaysia,72630,458
1981-11,Indonesia,55963,360
1981-11,Thailand,28300,764
1981-11,Philippines,12914,608
1981-11,Vietnam,na,704
1981-11,China,na,156
1981-11,Hong Kong,28824,344
1981-11,Japan,21137,392
1981-11,United Kingdom,7416,826
1981-11,France,na,250
1981-11,Germany,na,276
1981-12,Malaysia,89433,458
1981-12,Indonesia,55463,360
1981-12,Thailand,31632,764
1981-12,Philippines,14971,608
1981-12,Vietnam,na,704
1981-12,China,na,156
1981-12,Hong Kong,25049,344
1981-12,Japan,16709,392
1981-12,United Kingdom,9102,826
1981-12,France,na,250
1981-12,Germany,na,276
1982-01,Malaysia,74155,458
1982-01,Indonesia,53157,360
1982-01,Thailand,30252,764
1982-01,Philippines,10291,608
1982-01,Vietnam,na,704
1982-01,China,na,156
1982-01,Hong Kong,26124,344
1982-01,Japan,23564,392
1982-01,United Kingdom,8974,826
1982-01,France,na,250
1982-01,Germany,na,276
1982-02,Malaysia,60075,458
1982-02,Indonesia,43947,360
1982-02,Thailand,25861,764
1982-02,Philippines,9138,608
1982-02,Vietnam,na,704
1982-02,China,na,156
1982-02,Hong Kong,26786,344
1982-02,Japan,20805,392
1982-02,United Kingdom,6963,826
1982-02,France,na,250
1982-02,Germany,na,276
1982-03,Malaysia,64897,458
1982-03,Indonesia,48226,360
1982-03,Thailand,28422,764
1982-03,Philippines,12122,608
1982-03,Vietnam,na,704
1982-03,China,na,156
1982-03,Hong Kong,27712,344
1982-03,Japan,24424,392
1982-03,United Kingdom,9501,826
1982-03,France,na,250
1982-03,Germany,na,276
1982-04,Malaysia,66015,458
1982-04,Indonesia,43878,360
1982-04,Thailand,30083,764
1982-04,Philippines,11634,608
1982-04,Vietnam,na,704
1982-04,China,na,156
1982-04,Hong Kong,26939,344
1982-04,Japan,18555,392
1982-04,United Kingdom,9244,826
1982-04,France,na,250
1982-04,Germany,na,276
1982-05,Malaysia,66028,458
1982-05,Indonesia,46135,360
1982-05,Thailand,29312,764
1982-05,Philippines,13214,608
1982-05,Vietnam,na,704
1982-05,China,na,156
1982-05,Hong Kong,27888,344
1982-05,Japan,21928,392
1982-05,United Kingdom,10072,826
1982-05,France,na,250
1982-05,Germany,na,276
1982-06,Malaysia,68813,458
1982-06,Indonesia,53706,360
1982-06,Thailand,28427,764
1982-06,Philippines,12676,608
1982-06,Vietnam,na,704
1982-06,China,na,156
1982-06,Hong Kong,26593,344
1982-06,Japan,20833,392
1982-06,United Kingdom,11073,826
1982-06,France,na,250
1982-06,Germany,na,276
1982-07,Malaysia,64451,458
1982-07,Indonesia,74557,360
1982-07,Thailand,29437,764
1982-07,Philippines,10890,608
1982-07,Vietnam,na,704
1982-07,China,na,156
1982-07,Hong Kong,27030,344
1982-07,Japan,18250,392
1982-07,United Kingdom,11268,826
1982-07,France,na,250
1982-07,Germany,na,276
1982-08,Malaysia,71654,458
1982-08,Indonesia,59030,360
1982-08,Thailand,32091,764
1982-08,Philippines,12092,608
1982-08,Vietnam,na,704
1982-08,China,na,156
1982-08,Hong Kong,34426,344
1982-08,Japan,29743,392
1982-08,United Kingdom,11598,826
1982-08,France,na,250
1982-08,Germany,na,276
1982-09,Malaysia,60258,458
1982-09,Indonesia,50140,360
1982-09,Thailand,26506,764
1982-09,Philippines,10192,608
1982-09,Vietnam,na,704
1982-09,China,na,156
1982-09,Hong Kong,26747,344
1982-09,Japan,21588,392
1982-09,United Kingdom,11465,826
1982-09,France,na,250
1982-09,Germany,na,276
1982-10,Malaysia,65987,458
1982-10,Indonesia,56397,360
1982-10,Thailand,30315,764
1982-10,Philippines,11153,608
1982-10,Vietnam,na,704
1982-10,China,na,156
1982-10,Hong Kong,28913,344
1982-10,Japan,21499,392
1982-10,United Kingdom,8112,826
1982-10,France,na,250
1982-10,Germany,na,276
1982-11,Malaysia,73418,458
1982-11,Indonesia,58572,360
1982-11,Thailand,33145,764
1982-11,Philippines,12869,608
1982-11,Vietnam,na,704
1982-11,China,na,156
1982-11,Hong Kong,28461,344
1982-11,Japan,22890,392
1982-11,United Kingdom,7826,826
1982-11,France,na,250
1982-11,Germany,na,276
1982-12,Malaysia,88220,458
1982-12,Indonesia,51780,360
1982-12,Thailand,38713,764
1982-12,Philippines,14835,608
1982-12,Vietnam,na,704
1982-12,China,na,156
1982-12,Hong Kong,26511,344
1982-12,Japan,17159,392
1982-12,United Kingdom,9610,826
1982-12,France,na,250
1982-12,Germany,na,276
1983-01,Malaysia,62785,458
1983-01,Indonesia,47049,360
1983-01,Thailand,27293,764
1983-01,Philippines,9471,608
1983-01,Vietnam,na,704
1983-01,China,na,156
1983-01,Hong Kong,23635,344
1983-01,Japan,22689,392
1983-01,United Kingdom,10744,826
1983-01,France,na,250
1983-01,Germany,na,276
1983-02,Malaysia,68009,458
1983-02,Indonesia,38517,360
1983-02,Thailand,34242,764
1983-02,Philippines,10144,608
1983-02,Vietnam,na,704
1983-02,China,na,156
1983-02,Hong Kong,27155,344
1983-02,Japan,21298,392
1983-02,United Kingdom,8943,826
1983-02,France,na,250
1983-02,Germany,na,276
1983-03,Malaysia,68830,458
1983-03,Indonesia,42521,360
1983-03,Thailand,32557,764
1983-03,Philippines,10099,608
1983-03,Vietnam,na,704
1983-03,China,na,156
1983-03,Hong Kong,26863,344
1983-03,Japan,26018,392
1983-03,United Kingdom,12365,826
1983-03,France,na,250
1983-03,Germany,na,276
1983-04,Malaysia,72706,458
1983-04,Indonesia,40669,360
1983-04,Thailand,31215,764
1983-04,Philippines,10248,608
1983-04,Vietnam,na,704
1983-04,China,na,156
1983-04,Hong Kong,28664,344
1983-04,Japan,19703,392
1983-04,United Kingdom,11507,826
1983-04,France,na,250
1983-04,Germany,na,276
1983-05,Malaysia,72058,458
1983-05,Indonesia,42543,360
1983-05,Thailand,34009,764
1983-05,Philippines,11137,608
1983-05,Vietnam,na,704
1983-05,China,na,156
1983-05,Hong Kong,29060,344
1983-05,Japan,21968,392
1983-05,United Kingdom,12452,826
1983-05,France,na,250
1983-05,Germany,na,276
1983-06,Malaysia,73752,458
1983-06,Indonesia,44157,360
1983-06,Thailand,33439,764
1983-06,Philippines,11161,608
1983-06,Vietnam,na,704
1983-06,China,na,156
1983-06,Hong Kong,28637,344
1983-06,Japan,21182,392
1983-06,United Kingdom,12612,826
1983-06,France,na,250
1983-06,Germany,na,276
1983-07,Malaysia,70020,458
1983-07,Indonesia,54149,360
1983-07,Thailand,33462,764
1983-07,Philippines,9358,608
1983-07,Vietnam,na,704
1983-07,China,na,156
1983-07,Hong Kong,25719,344
1983-07,Japan,20386,392
1983-07,United Kingdom,13287,826
1983-07,France,na,250
1983-07,Germany,na,276
1983-08,Malaysia,80404,458
1983-08,Indonesia,43848,360
1983-08,Thailand,34163,764
1983-08,Philippines,9404,608
1983-08,Vietnam,na,704
1983-08,China,na,156
1983-08,Hong Kong,30852,344
1983-08,Japan,28878,392
1983-08,United Kingdom,14276,826
1983-08,France,na,250
1983-08,Germany,na,276
1983-09,Malaysia,71800,458
1983-09,Indonesia,41196,360
1983-09,Thailand,30958,764
1983-09,Philippines,8123,608
1983-09,Vietnam,na,704
1983-09,China,na,156
1983-09,Hong Kong,30369,344
