month,countries,value,country_code
1991-06,Philippines,11138,608
1991-06,Vietnam,na,704
1991-06,China,6167,156
1991-06,Hong Kong,51467,344
1991-06,Japan,71503,392
1991-06,United Kingdom,23447,826
1991-06,France,3842,250
1991-06,Germany,8953,276
1991-07,Malaysia,122122,458
1991-07,Indonesia,104216,360
1991-07,Thailand,60964,764
1991-07,Philippines,11778,608
1991-07,Vietnam,na,704
1991-07,China,3298,156
1991-07,Hong Kong,42178,344
1991-07,Japan,67020,392
1991-07,United Kingdom,22945,826
1991-07,France,3277,250
1991-07,Germany,7404,276
1991-08,Malaysia,132241,458
1991-08,Indonesia,89449,360
1991-08,Thailand,68491,764
1991-08,Philippines,10450,608
1991-08,Vietnam,na,704
1991-08,China,3240,156
1991-08,Hong Kong,55352,344
1991-08,Japan,84323,392
1991-08,United Kingdom,26336,826
1991-08,France,3771,250
1991-08,Germany,11079,276
1991-09,Malaysia,120793,458
1991-09,Indonesia,82896,360
1991-09,Thailand,61700,764
1991-09,Philippines,10794,608
1991-09,Vietnam,na,704
1991-09,China,6184,156
1991-09,Hong Kong,46983,344
1991-09,Japan,81301,392
1991-09,United Kingdom,25693,826
1991-09,France,3577,250
1991-09,Germany,9509,276
1991-10,Malaysia,117661,458
1991-10,Indonesia,84506,360
1991-10,Thailand,66836,764
1991-10,Philippines,11396,608
1991-10,Vietnam,na,704
1991-10,China,6449,156
1991-10,Hong Kong,46007,344
1991-10,Japan,71594,392
1991-10,United Kingdom,20364,826
1991-10,France,3375,250
1991-10,Germany,9980,276
1991-11,Malaysia,145483,458
1991-11,Indonesia,92684,360
1991-11,Thailand,73037,764
1991-11,Philippines,13802,608
1991-11,Vietnam,na,704
1991-11,China,5588,156
1991-11,Hong Kong,49215,344
1991-11,Japan,71840,392
1991-11,United Kingdom,22481,826
1991-11,France,3766,250
1991-11,Germany,10359,276
1991-12,Malaysia,149646,458
1991-12,Indonesia,103776,360
1991-12,Thailand,80739,764
1991-12,Philippines,16343,608
1991-12,Vietnam,na,704
1991-12,China,5017,156
1991-12,Hong Kong,54051,344
1991-12,Japan,70841,392
1991-12,United Kingdom,21588,826
1991-12,France,3560,250
1991-12,Germany,6584,276
1992-01,Malaysia,119440,458
1992-01,Indonesia,88875,360
1992-01,Thailand,64301,764
1992-01,Philippines,11025,608
1992-01,Vietnam,na,704
1992-01,China,3495,156
1992-01,Hong Kong,42930,344
1992-01,Japan,79741,392
1992-01,United Kingdom,24164,826
1992-01,France,3949,250
1992-01,Germany,9314,276
1992-02,Malaysia,129405,458
1992-02,Indonesia,87170,360
1992-02,Thailand,70245,764
1992-02,Philippines,12316,608
1992-02,Vietnam,na,704
1992-02,China,4515,156
1992-02,Hong Kong,53845,344
1992-02,Japan,77081,392
1992-02,United Kingdom,18838,826
1992-02,France,3789,250
1992-02,Germany,8427,276
1992-03,Malaysia,121256,458
1992-03,Indonesia,78987,360
1992-03,Thailand,66446,764
1992-03,Philippines,14821,608
1992-03,Vietnam,na,704
1992-03,China,5714,156
1992-03,Hong Kong,48077,344
1992-03,Japan,86084,392
1992-03,United Kingdom,25434,826
1992-03,France,4591,250
1992-03,Germany,10347,276
1992-04,Malaysia,124865,458
1992-04,Indonesia,91226,360
1992-04,Thailand,74489,764
1992-04,Philippines,13093,608
1992-04,Vietnam,na,704
1992-04,China,7187,156
1992-04,Hong Kong,52367,344
1992-04,Japan,62158,392
1992-04,United Kingdom,27501,826
1992-04,France,4475,250
1992-04,Germany,10284,276
1992-05,Malaysia,120364,458
1992-05,Indonesia,80616,360
1992-05,Thailand,61374,764
1992-05,Philippines,13723,608
1992-05,Vietnam,na,704
1992-05,China,7107,156
1992-05,Hong Kong,49303,344
1992-05,Japan,62625,392
1992-05,United Kingdom,28015,826
1992-05,France,4597,250
1992-05,Germany,10044,276
1992-06,Malaysia,143018,458
1992-06,Indonesia,94964,360
1992-06,Thailand,64105,764
1992-06,Philippines,14113,608
1992-06,Vietnam,na,704
1992-06,China,7464,156
1992-06,Hong Kong,57523,344
1992-06,Japan,77657,392
1992-06,United Kingdom,24454,826
1992-06,France,4843,250
1992-06,Germany,9454,276
1992-07,Malaysia,129223,458
1992-07,Indonesia,119818,360
1992-07,Thailand,63294,764
1992-07,Philippines,13197,608
1992-07,Vietnam,na,704
1992-07,China,4543,156
1992-07,Hong Kong,47743,344
1992-07,Japan,71829,392
1992-07,United Kingdom,27539,826
1992-07,France,4390,250
1992-07,Germany,9737,276
1992-08,Malaysia,136273,458
1992-08,Indonesia,98373,360
1992-08,Thailand,71874,764
1992-08,Philippines,13137,608
1992-08,Vietnam,na,704
1992-08,China,6041,156
1992-08,Hong Kong,61007,344
1992-08,Japan,85969,392
1992-08,United Kingdom,27740,826
1992-08,France,5306,250
1992-08,Germany,12016,276
1992-09,Malaysia,122331,458
1992-09,Indonesia,88833,360
1992-09,Thailand,64757,764
1992-09,Philippines,13327,608
1992-09,Vietnam,na,704
1992-09,China,10301,156
1992-09,Hong Kong,56455,344
1992-09,Japan,81387,392
1992-09,United Kingdom,28123,826
1992-09,France,5361,250
1992-09,Germany,11909,276
1992-10,Malaysia,116231,458
1992-10,Indonesia,91775,360
1992-10,Thailand,74033,764
1992-10,Philippines,14334,608
1992-10,Vietnam,na,704
1992-10,China,8762,156
1992-10,Hong Kong,52403,344
1992-10,Japan,62475,392
1992-10,United Kingdom,22024,826
1992-10,France,4399,250
1992-10,Germany,11376,276
1992-11,Malaysia,141371,458
1992-11,Indonesia,98743,360
1992-11,Thailand,79936,764
1992-11,Philippines,16610,608
1992-11,Vietnam,na,704
1992-11,China,7893,156
1992-11,Hong Kong,58270,344
1992-11,Japan,67148,392
1992-11,United Kingdom,22005,826
1992-11,France,4123,250
1992-11,Germany,12822,276
1992-12,Malaysia,150494,458
1992-12,Indonesia,106596,360
1992-12,Thailand,93334,764
1992-12,Philippines,19748,608
1992-12,Vietnam,na,704
1992-12,China,7548,156
1992-12,Hong Kong,62956,344
1992-12,Japan,71336,392
1992-12,United Kingdom,23100,826
1992-12,France,4484,250
1992-12,Germany,10291,276
1993-01,Malaysia,141488,458
1993-01,Indonesia,107604,360
1993-01,Thailand,80553,764
1993-01,Philippines,14254,608
1993-01,Vietnam,na,704
1993-01,China,7143,156
1993-01,Hong Kong,53336,344
1993-01,Japan,76053,392
1993-01,United Kingdom,25783,826
1993-01,France,3973,250
1993-01,Germany,12681,276
1993-02,Malaysia,112995,458
1993-02,Indonesia,79138,360
1993-02,Thailand,71467,764
1993-02,Philippines,13966,608
1993-02,Vietnam,na,704
1993-02,China,6455,156
1993-02,Hong Kong,52211,344
1993-02,Japan,73606,392
1993-02,United Kingdom,19911,826
1993-02,France,3206,250
1993-02,Germany,11452,276
1993-03,Malaysia,131854,458
1993-03,Indonesia,94907,360
1993-03,Thailand,86310,764
1993-03,Philippines,16175,608
1993-03,Vietnam,na,704
1993-03,China,12696,156
1993-03,Hong Kong,67990,344
1993-03,Japan,77743,392
1993-03,United Kingdom,27318,826
1993-03,France,4836,250
1993-03,Germany,13765,276
1993-04,Malaysia,127827,458
1993-04,Indonesia,92680,360
1993-04,Thailand,88831,764
1993-04,Philippines,16642,608
1993-04,Vietnam,na,704
1993-04,China,14259,156
1993-04,Hong Kong,63082,344
1993-04,Japan,58061,392
1993-04,United Kingdom,33241,826
1993-04,France,5375,250
1993-04,Germany,14562,276
1993-05,Malaysia,126074,458
1993-05,Indonesia,91982,360
1993-05,Thailand,88984,764
1993-05,Philippines,17529,608
1993-05,Vietnam,na,704
1993-05,China,15655,156
1993-05,Hong Kong,61666,344
1993-05,Japan,66366,392
1993-05,United Kingdom,29384,826
1993-05,France,5186,250
1993-05,Germany,13663,276
1993-06,Malaysia,148959,458
1993-06,Indonesia,102676,360
1993-06,Thailand,86722,764
1993-06,Philippines,17056,608
1993-06,Vietnam,na,704
1993-06,China,18520,156
1993-06,Hong Kong,63593,344
1993-06,Japan,74874,392
1993-06,United Kingdom,26856,826
1993-06,France,5193,250
1993-06,Germany,11136,276
1993-07,Malaysia,136643,458
1993-07,Indonesia,126287,360
1993-07,Thailand,78021,764
1993-07,Philippines,14580,608
1993-07,Vietnam,na,704
1993-07,China,10454,156
1993-07,Hong Kong,60912,344
1993-07,Japan,72151,392
1993-07,United Kingdom,28400,826
1993-07,France,6123,250
1993-07,Germany,10800,276
1993-08,Malaysia,149085,458
1993-08,Indonesia,110139,360
1993-08,Thailand,87549,764
1993-08,Philippines,14878,608
1993-08,Vietnam,na,704
1993-08,China,11683,156
1993-08,Hong Kong,76998,344
1993-08,Japan,90668,392
1993-08,United Kingdom,30868,826
1993-08,France,6449,250
1993-08,Germany,14601,276
1993-09,Malaysia,130788,458
1993-09,Indonesia,94335,360
1993-09,Thailand,70764,764
1993-09,Philippines,14007,608
1993-09,Vietnam,na,704
1993-09,China,16280,156
1993-09,Hong Kong,58465,344
1993-09,Japan,81389,392
1993-09,United Kingdom,31730,826
1993-09,France,6446,250
1993-09,Germany,12872,276
1993-10,Malaysia,127057,458
1993-10,Indonesia,96882,360
1993-10,Thailand,84335,764
1993-10,Philippines,16072,608
1993-10,Vietnam,na,704
1993-10,China,17906,156
1993-10,Hong Kong,59071,344
1993-10,Japan,67609,392
1993-10,United Kingdom,24386,826
1993-10,France,4984,250
1993-10,Germany,13458,276
1993-11,Malaysia,158117,458
1993-11,Indonesia,104414,360
1993-11,Thailand,83981,764
1993-11,Philippines,17327,608
1993-11,Vietnam,na,704
1993-11,China,14496,156
1993-11,Hong Kong,57816,344
1993-11,Japan,70939,392
1993-11,United Kingdom,24089,826
1993-11,France,6039,250
1993-11,Germany,14412,276
1993-12,Malaysia,164922,458
1993-12,Indonesia,117372,360
1993-12,Thailand,103340,764
1993-12,Philippines,23418,608
1993-12,Vietnam,na,704
1993-12,China,14690,156
1993-12,Hong Kong,64657,344
1993-12,Japan,76830,392
1993-12,United Kingdom,22773,826
1993-12,France,5160,250
1993-12,Germany,11277,276
1994-01,Malaysia,124444,458
1994-01,Indonesia,109122,360
1994-01,Thailand,75311,764
1994-01,Philippines,15148,608
1994-01,Vietnam,9217,704
1994-01,China,8373,156
1994-01,Hong Kong,52764,344
1994-01,Japan,76463,392
1994-01,United Kingdom,25956,826
1994-01,France,5249,250
1994-01,Germany,13237,276
1994-02,Malaysia,143324,458
1994-02,Indonesia,93812,360
1994-02,Thailand,77707,764
1994-02,Philippines,15756,608
1994-02,Vietnam,7600,704
1994-02,China,13845,156
1994-02,Hong Kong,59029,344
1994-02,Japan,72215,392
1994-02,United Kingdom,20229,826
1994-02,France,5287,250
1994-02,Germany,11737,276
1994-03,Malaysia,142618,458
1994-03,Indonesia,117514,360
1994-03,Thailand,87747,764
1994-03,Philippines,19485,608
1994-03,Vietnam,7634,704
1994-03,China,16819,156
1994-03,Hong Kong,64320,344
1994-03,Japan,92667,392
1994-03,United Kingdom,28730,826
1994-03,France,6731,250
1994-03,Germany,16813,276
1994-04,Malaysia,132020,458
1994-04,Indonesia,93154,360
1994-04,Thailand,83822,764
1994-04,Philippines,19678,608
1994-04,Vietnam,8071,704
1994-04,China,16792,156
1994-04,Hong Kong,61343,344
1994-04,Japan,64369,392
1994-04,United Kingdom,32730,826
1994-04,France,7033,250
1994-04,Germany,16785,276
1994-05,Malaysia,126569,458
1994-05,Indonesia,100053,360
1994-05,Thailand,83028,764
1994-05,Philippines,19558,608
1994-05,Vietnam,7974,704
1994-05,China,20258,156
1994-05,Hong Kong,54100,344
1994-05,Japan,76392,392
1994-05,United Kingdom,29903,826
1994-05,France,5200,250
1994-05,Germany,14625,276
1994-06,Malaysia,149774,458
1994-06,Indonesia,108949,360
1994-06,Thailand,78913,764
1994-06,Philippines,18490,608
1994-06,Vietnam,7808,704
1994-06,China,21868,156
1994-06,Hong Kong,60976,344
1994-06,Japan,75307,392
1994-06,United Kingdom,30793,826
1994-06,France,6320,250
1994-06,Germany,12143,276
1994-07,Malaysia,145826,458
1994-07,Indonesia,145641,360
1994-07,Thailand,82526,764
1994-07,Philippines,17971,608
1994-07,Vietnam,9071,704
1994-07,China,11325,156
1994-07,Hong Kong,59976,344
1994-07,Japan,75754,392
1994-07,United Kingdom,33587,826
1994-07,France,6396,250
1994-07,Germany,12527,276
1994-08,Malaysia,145819,458
1994-08,Indonesia,119863,360
1994-08,Thailand,87891,764
1994-08,Philippines,16223,608
1994-08,Vietnam,7330,704
1994-08,China,13091,156
1994-08,Hong Kong,77691,344
1994-08,Japan,99138,392
1994-08,United Kingdom,36140,826
1994-08,France,6792,250
1994-08,Germany,15273,276
1994-09,Malaysia,130637,458
1994-09,Indonesia,103274,360
1994-09,Thailand,72557,764
1994-09,Philippines,16466,608
1994-09,Vietnam,7308,704
1994-09,China,21629,156
1994-09,Hong Kong,58517,344
1994-09,Japan,93888,392
1994-09,United Kingdom,37081,826
1994-09,France,6658,250
1994-09,Germany,14905,276
1994-10,Malaysia,127714,458
1994-10,Indonesia,108202,360
1994-10,Thailand,85927,764
1994-10,Philippines,18193,608
1994-10,Vietnam,8378,704
1994-10,China,20569,156
1994-10,Hong Kong,59257,344
1994-10,Japan,77494,392
1994-10,United Kingdom,28564,826
1994-10,France,5754,250
1994-10,Germany,15226,276
1994-11,Malaysia,153140,458
1994-11,Indonesia,113431,360
1994-11,Thailand,88686,764
1994-11,Philippines,19653,608
1994-11,Vietnam,8600,704
1994-11,China,17929,156
1994-11,Hong Kong,63177,344
1994-11,Japan,80425,392
1994-11,United Kingdom,25251,826
1994-11,France,6350,250
1994-11,Germany,15217,276
1994-12,Malaysia,162247,458
1994-12,Indonesia,122575,360
1994-12,Thailand,106670,764
1994-12,Philippines,27233,608
1994-12,Vietnam,10062,704
1994-12,China,18113,156
1994-12,Hong Kong,69747,344
1994-12,Japan,78416,392
1994-12,United Kingdom,26183,826
1994-12,France,6008,250
1994-12,Germany,12174,276
1995-01,Malaysia,144014,458
1995-01,Indonesia,127085,360
1995-01,Thailand,88456,764
1995-01,Philippines,18489,608
1995-01,Vietnam,13125,704
1995-01,China,15091,156
1995-01,Hong Kong,54197,344
1995-01,Japan,89810,392
1995-01,United Kingdom,28751,826
1995-01,France,6310,250
1995-01,Germany,13816,276
1995-02,Malaysia,126449,458
1995-02,Indonesia,88232,360
1995-02,Thailand,79045,764
1995-02,Philippines,16126,608
1995-02,Vietnam,8486,704
1995-02,China,14970,156
1995-02,Hong Kong,69505,344
1995-02,Japan,71011,392
1995-02,United Kingdom,21249,826
1995-02,France,4272,250
1995-02,Germany,11512,276
1995-03,Malaysia,148603,458
1995-03,Indonesia,125757,360
1995-03,Thailand,92693,764
1995-03,Philippines,19071,608
1995-03,Vietnam,8769,704
1995-03,China,18928,156
1995-03,Hong Kong,64816,344
1995-03,Japan,96088,392
1995-03,United Kingdom,29049,826
1995-03,France,6272,250
1995-03,Germany,15726,276
1995-04,Malaysia,133667,458
1995-04,Indonesia,104264,360
1995-04,Thailand,90042,764
1995-04,Philippines,14744,608
1995-04,Vietnam,8420,704
1995-04,China,20012,156
1995-04,Hong Kong,65395,344
1995-04,Japan,68451,392
1995-04,United Kingdom,34467,826
1995-04,France,6585,250
1995-04,Germany,17124,276
1995-05,Malaysia,144264,458
1995-05,Indonesia,112878,360
1995-05,Thailand,86850,764
1995-05,Philippines,15991,608
1995-05,Vietnam,8545,704
1995-05,China,23891,156
1995-05,Hong Kong,57650,344
1995-05,Japan,80080,392
1995-05,United Kingdom,31702,826
1995-05,France,6784,250
1995-05,Germany,16039,276
1995-06,Malaysia,159415,458
1995-06,Indonesia,115117,360
1995-06,Thailand,84033,764
1995-06,Philippines,16470,608
1995-06,Vietnam,9803,704
1995-06,China,22931,156
1995-06,Hong Kong,61699,344
1995-06,Japan,87099,392
1995-06,United Kingdom,32002,826
1995-06,France,6651,250
1995-06,Germany,14205,276
1995-07,Malaysia,151001,458
1995-07,Indonesia,152287,360
1995-07,Thailand,77724,764
1995-07,Philippines,16545,608
1995-07,Vietnam,10898,704
1995-07,China,15709,156
1995-07,Hong Kong,65203,344
1995-07,Japan,91735,392
1995-07,United Kingdom,34372,826
1995-07,France,6659,250
1995-07,Germany,14404,276
1995-08,Malaysia,153731,458
1995-08,Indonesia,127927,360
1995-08,Thailand,83030,764
1995-08,Philippines,15748,608
1995-08,Vietnam,9521,704
1995-08,China,19642,156
1995-08,Hong Kong,83745,344
1995-08,Japan,115682,392
1995-08,United Kingdom,36357,826
1995-08,France,6607,250
1995-08,Germany,17685,276
1995-09,Malaysia,147035,458
1995-09,Indonesia,115026,360
1995-09,Thailand,74218,764
1995-09,Philippines,17529,608
1995-09,Vietnam,8916,704
1995-09,China,24758,156
1995-09,Hong Kong,62803,344
1995-09,Japan,98624,392
1995-09,United Kingdom,37167,826
1995-09,France,6634,250
1995-09,Germany,17710,276
1995-10,Malaysia,142897,458
1995-10,Indonesia,123780,360
1995-10,Thailand,90305,764
1995-10,Philippines,18437,608
1995-10,Vietnam,10099,704
1995-10,China,-,156
1995-10,Hong Kong,63440,344
1995-10,Japan,82892,392
1995-10,United Kingdom,28596,826
1995-10,France,6282,250
1995-10,Germany,17852,276
1995-11,Malaysia,162083,458
1995-11,Indonesia,130826,360
1995-11,Thailand,94520,764
1995-11,Philippines,19813,608
1995-11,Vietnam,10271,704
1995-11,China,23898,156
1995-11,Hong Kong,70443,344
1995-11,Japan,93785,392
1995-11,United Kingdom,27891,826
1995-11,France,5316,250
1995-11,Germany,18119,276
1995-12,Malaysia,166749,458
1995-12,Indonesia,143396,360
1995-12,Thailand,112350,764
1995-12,Philippines,25662,608
1995-12,Vietnam,11818,704
1995-12,China,22307,156
1995-12,Hong Kong,78265,344
1995-12,Japan,83927,392
1995-12,United Kingdom,29903,826
1995-12,France,4904,250
1995-12,Germany,14849,276
1996-01,Malaysia,123978,458
1996-01,Indonesia,119299,360
1996-01,Thailand,85566,764
1996-01,Philippines,17657,608
1996-01,Vietnam,11599,704
1996-01,China,12817,156
1996-01,Hong Kong,59711,344
1996-01,Japan,95758,392
1996-01,United Kingdom,29743,826
1996-01,France,5273,250
1996-01,Germany,16442,276
1996-02,Malaysia,139794,458
1996-02,Indonesia,124976,360
1996-02,Thailand,89983,764
1996-02,Philippines,17872,608
1996-02,Vietnam,13049,704
1996-02,China,23793,156
1996-02,Hong Kong,71071,344
1996-02,Japan,82296,392
1996-02,United Kingdom,27281,826
1996-02,France,5168,250
1996-02,Germany,14760,276
1996-03,Malaysia,149197,458
1996-03,Indonesia,127768,360
1996-03,Thailand,97696,764
1996-03,Philippines,24042,608
1996-03,Vietnam,10672,704
1996-03,China,19962,156
1996-03,Hong Kong,74119,344
1996-03,Japan,105255,392
1996-03,United Kingdom,33291,826
1996-03,France,6246,250
1996-03,Germany,19847,276
1996-04,Malaysia,141018,458
1996-04,Indonesia,120521,360
1996-04,Thailand,97512,764
1996-04,Philippines,23776,608
1996-04,Vietnam,10123,704
1996-04,China,23827,156
1996-04,Hong Kong,73103,344
1996-04,Japan,79777,392
1996-04,United Kingdom,37929,826
1996-04,France,8035,250
1996-04,Germany,21509,276
1996-05,Malaysia,138768,458
1996-05,Indonesia,126611,360
1996-05,Thailand,89252,764
1996-05,Philippines,25848,608
1996-05,Vietnam,10489,704
1996-05,China,28156,156
1996-05,Hong Kong,68210,344
1996-05,Japan,79887,392
1996-05,United Kingdom,37889,826
1996-05,France,7848,250
1996-05,Germany,19466,276
1996-06,Malaysia,156315,458
1996-06,Indonesia,138360,360
1996-06,Thailand,88855,764
1996-06,Philippines,23490,608
1996-06,Vietnam,10480,704
1996-06,China,28317,156
1996-06,Hong Kong,72815,344
1996-06,Japan,88986,392
1996-06,United Kingdom,35819,826
1996-06,France,7362,250
1996-06,Germany,17285,276
1996-07,Malaysia,143353,458
1996-07,Indonesia,162969,360
1996-07,Thailand,82441,764
1996-07,Philippines,20629,608
1996-07,Vietnam,12115,704
1996-07,China,16706,156
1996-07,Hong Kong,70743,344
1996-07,Japan,90014,392
1996-07,United Kingdom,36588,826
1996-07,France,7123,250
1996-07,Germany,17701,276
1996-08,Malaysia,148741,458
1996-08,Indonesia,133355,360
1996-08,Thailand,89967,764
1996-08,Philippines,20825,608
1996-08,Vietnam,9844,704
1996-08,China,20362,156
1996-08,Hong Kong,93638,344
1996-08,Japan,108711,392
1996-08,United Kingdom,38847,826
1996-08,France,7115,250
1996-08,Germany,21127,276
1996-09,Malaysia,132532,458
1996-09,Indonesia,126164,360
1996-09,Thailand,73779,764
1996-09,Philippines,20666,608
1996-09,Vietnam,9221,704
1996-09,China,25336,156
1996-09,Hong Kong,63847,344
1996-09,Japan,97323,392
1996-09,United Kingdom,38076,826
1996-09,France,7396,250
1996-09,Germany,20022,276
1996-10,Malaysia,139279,458
1996-10,Indonesia,134686,360
1996-10,Thailand,91703,764
1996-10,Philippines,22545,608
1996-10,Vietnam,9856,704
1996-10,China,28210,156
1996-10,Hong Kong,70066,344
1996-10,Japan,83421,392
1996-10,United Kingdom,31142,826
1996-10,France,6514,250
1996-10,Germany,18673,276
1996-11,Malaysia,152763,458
1996-11,Indonesia,147895,360
1996-11,Thailand,105082,764
1996-11,Philippines,25974,608
1996-11,Vietnam,11353,704
1996-11,China,25997,156
1996-11,Hong Kong,77989,344
1996-11,Japan,96370,392
1996-11,United Kingdom,30221,826
1996-11,France,7219,250
1996-11,Germany,18674,276
1996-12,Malaysia,177612,458
1996-12,Indonesia,155148,360
1996-12,Thailand,115759,764
1996-12,Philippines,34315,608
1996-12,Vietnam,13234,704
1996-12,China,25777,156
1996-12,Hong Kong,85770,344
1996-12,Japan,92984,392
1996-12,United Kingdom,32643,826
1996-12,France,7144,250
1996-12,Germany,15015,276
1997-01,Malaysia,134039,458
1997-01,Indonesia,132202,360
1997-01,Thailand,89363,764
1997-01,Philippines,22242,608
1997-01,Vietnam,14108,704
1997-01,China,19343,156
1997-01,Hong Kong,59857,344
1997-01,Japan,102630,392
1997-01,United Kingdom,33010,826
1997-01,France,7470,250
1997-01,Germany,18615,276
1997-02,Malaysia,145261,458
1997-02,Indonesia,143286,360
1997-02,Thailand,95465,764
1997-02,Philippines,23580,608
1997-02,Vietnam,11344,704
1997-02,China,27239,156
1997-02,Hong Kong,75208,344
1997-02,Japan,91130,392
1997-02,United Kingdom,29853,826
1997-02,France,6694,250
1997-02,Germany,15307,276
1997-03,Malaysia,152131,458
1997-03,Indonesia,141123,360
1997-03,Thailand,103314,764
1997-03,Philippines,30450,608
1997-03,Vietnam,11411,704
1997-03,China,25061,156
1997-03,Hong Kong,75270,344
1997-03,Japan,112562,392
1997-03,United Kingdom,38944,826
1997-03,France,8932,250
1997-03,Germany,20171,276
1997-04,Malaysia,138363,458
1997-04,Indonesia,126861,360
1997-04,Thailand,94185,764
1997-04,Philippines,27448,608
1997-04,Vietnam,9687,704
1997-04,China,28922,156
1997-04,Hong Kong,74085,344
1997-04,Japan,81882,392
1997-04,United Kingdom,43157,826
1997-04,France,9870,250
1997-04,Germany,22718,276
1997-05,Malaysia,141703,458
1997-05,Indonesia,119611,360
1997-05,Thailand,89339,764
1997-05,Philippines,29687,608
1997-05,Vietnam,9727,704
1997-05,China,32001,156
1997-05,Hong Kong,64827,344
1997-05,Japan,78182,392
1997-05,United Kingdom,40834,826
1997-05,France,9988,250
1997-05,Germany,21131,276
1997-06,Malaysia,162650,458
1997-06,Indonesia,152155,360
1997-06,Thailand,91622,764
1997-06,Philippines,27881,608
1997-06,Vietnam,12269,704
1997-06,China,34370,156
1997-06,Hong Kong,63031,344
1997-06,Japan,89274,392
1997-06,United Kingdom,41020,826
1997-06,France,10122,250
1997-06,Germany,18186,276
1997-07,Malaysia,148576,458
1997-07,Indonesia,183532,360
1997-07,Thailand,80663,764
1997-07,Philippines,26161,608
1997-07,Vietnam,11335,704
1997-07,China,21981,156
1997-07,Hong Kong,50519,344
1997-07,Japan,95976,392
1997-07,United Kingdom,39464,826
1997-07,France,10291,250
1997-07,Germany,18072,276
1997-08,Malaysia,144200,458
1997-08,Indonesia,145636,360
1997-08,Thailand,77642,764
1997-08,Philippines,24093,608
1997-08,Vietnam,9443,704
1997-08,China,24953,156
1997-08,Hong Kong,71582,344
1997-08,Japan,110606,392
1997-08,United Kingdom,42593,826
1997-08,France,11485,250
1997-08,Germany,21270,276
1997-09,Malaysia,139494,458
1997-09,Indonesia,136848,360
1997-09,Thailand,74622,764
1997-09,Philippines,22756,608
1997-09,Vietnam,8994,704
1997-09,China,37273,156
1997-09,Hong Kong,56688,344
1997-09,Japan,100667,392
1997-09,United Kingdom,42740,826
1997-09,France,9644,250
1997-09,Germany,21157,276
1997-10,Malaysia,121070,458
1997-10,Indonesia,123903,360
1997-10,Thailand,76476,764
1997-10,Philippines,24010,608
1997-10,Vietnam,10559,704
1997-10,China,30512,156
1997-10,Hong Kong,57345,344
1997-10,Japan,77458,392
1997-10,United Kingdom,31214,826
1997-10,France,8690,250
1997-10,Germany,18795,276
1997-11,Malaysia,134074,458
1997-11,Indonesia,130915,360
1997-11,Thailand,89924,764
1997-11,Philippines,26564,608
1997-11,Vietnam,10630,704
1997-11,China,30303,156
1997-11,Hong Kong,61539,344
1997-11,Japan,83823,392
1997-11,United Kingdom,31971,826
1997-11,France,8719,250
1997-11,Germany,17726,276
1997-12,Malaysia,159198,458
1997-12,Indonesia,141513,360
1997-12,Thailand,116354,764
1997-12,Philippines,33921,608
1997-12,Vietnam,12408,704
1997-12,China,29721,156
1997-12,Hong Kong,71600,344
1997-12,Japan,78676,392
1997-12,United Kingdom,31937,826
1997-12,France,9115,250
1997-12,Germany,15930,276
1998-01,Malaysia,125725,458
1998-01,Indonesia,111423,360
1998-01,Thailand,83941,764
1998-01,Philippines,22581,608
1998-01,Vietnam,14085,704
1998-01,China,29637,156
1998-01,Hong Kong,54106,344
1998-01,Japan,88855,392
1998-01,United Kingdom,35761,826
1998-01,France,9677,250
1998-01,Germany,19343,276
1998-02,Malaysia,111371,458
1998-02,Indonesia,84221,360
1998-02,Thailand,72773,764
1998-02,Philippines,20402,608
1998-02,Vietnam,8927,704
1998-02,China,20617,156
1998-02,Hong Kong,59743,344
1998-02,Japan,66920,392
1998-02,United Kingdom,28847,826
1998-02,France,7351,250
1998-02,Germany,15932,276
1998-03,Malaysia,127373,458
1998-03,Indonesia,87112,360
1998-03,Thailand,89176,764
1998-03,Philippines,27923,608
1998-03,Vietnam,9799,704
1998-03,China,28612,156
1998-03,Hong Kong,62309,344
1998-03,Japan,86002,392
1998-03,United Kingdom,41521,826
1998-03,France,10748,250
1998-03,Germany,23531,276
1998-04,Malaysia,125248,458
1998-04,Indonesia,97340,360
1998-04,Thailand,91252,764
1998-04,Philippines,25982,608
1998-04,Vietnam,9271,704
1998-04,China,31640,156
1998-04,Hong Kong,72725,344
1998-04,Japan,62800,392
1998-04,United Kingdom,46475,826
1998-04,France,10579,250
1998-04,Germany,24632,276
1998-05,Malaysia,134934,458
1998-05,Indonesia,102241,360
1998-05,Thailand,86085,764
1998-05,Philippines,28912,608
1998-05,Vietnam,9753,704
1998-05,China,31719,156
1998-05,Hong Kong,68232,344
1998-05,Japan,70242,392
1998-05,United Kingdom,46126,826
1998-05,France,11059,250
1998-05,Germany,25874,276
1998-06,Malaysia,141185,458
1998-06,Indonesia,89845,360
1998-06,Thailand,102707,764
1998-06,Philippines,29111,608
1998-06,Vietnam,11157,704
1998-06,China,32428,156
1998-06,Hong Kong,71219,344
1998-06,Japan,79029,392
1998-06,United Kingdom,39873,826
1998-06,France,9064,250
1998-06,Germany,21601,276
1998-07,Malaysia,119269,458
1998-07,Indonesia,104430,360
1998-07,Thailand,83295,764
1998-07,Philippines,27820,608
1998-07,Vietnam,11344,704
1998-07,China,21504,156
1998-07,Hong Kong,65604,344
1998-07,Japan,85529,392
